cycle number,ox/red,control changes,Ns changes,time/s,step time/s,Ecell/V,<I>/mA,Capacity/mA.h,Q discharge/mA.h,Q charge/mA.h,dq/mA.h,Efficiency/%,Unnamed: 13
2.0,1,1,0,1197428.131856321,1991.484237403609,1.6759682,0.5851929413327049,0.3237550248795084,0.0,0.3237550248795084,0.001625536141925388,0.0,
2.0,1,1,0,1197438.131857513,2001.484238595702,1.6765198,0.5851865606800841,0.3253805432973966,0.0,0.3253805432973966,0.001625518417888218,0.0,
2.0,1,1,0,1197448.131858706,2011.484239787795,1.6771501,0.5852059783451583,0.3270061156532498,0.0,0.3270061156532498,0.001625572355853187,0.0,
2.0,1,1,0,1197458.131859898,2021.484240979888,1.6777805,0.5852056632512017,0.3286316871338419,0.0,0.3286316871338419,0.001625571480592092,0.0,
2.0,1,1,0,1197468.13186109,2031.48424217198,1.6784897,0.5852028274055925,0.3302572507370841,0.0,0.3302572507370841,0.001625563603242238,0.0,
2.0,1,1,0,1197478.131862282,2041.484243364073,1.6791201,0.5852024729248914,0.3318828133556576,0.0,0.3318828133556576,0.001625562618573507,0.0,
2.0,1,1,0,1197488.131863474,2051.484244556166,1.679711,0.5852114924893984,0.33350840102858,0.0,0.33350840102858,0.001625587672922346,0.0,
2.0,1,1,0,1197498.131864666,2061.484245748259,1.6804202,0.5851958953385478,0.3351339453760782,0.0,0.3351339453760782,0.001625544347498152,0.0,
2.0,1,1,0,1197508.131865858,2071.484246940352,1.6811687,0.5852024729248914,0.3367595079946517,0.0,0.3367595079946517,0.001625562618573507,0.0,
2.0,1,1,0,1197518.13186705,2081.484248132445,1.6817991,0.5851975889685644,0.3383850570466782,0.0,0.3383850570466782,0.001625549052026537,0.0,
2.0,1,1,0,1197528.131868242,2091.484249324538,1.6824689,0.5851981009962438,0.340010607521004,0.0,0.340010607521004,0.001625550474325816,0.0,
2.0,1,1,0,1197538.131869434,2101.484250516631,1.6834145,0.5851936109073627,0.3416361455228593,0.0,0.3416361455228593,0.001625538001855214,0.0,
2.0,1,1,0,1197548.131870626,2111.484251708724,1.684163,0.5852045604223537,0.3432617139400375,0.0,0.3432617139400375,0.00162556841717826,0.0,
2.0,1,1,0,1197558.131871819,2121.484252900817,1.6849904,0.585206096505392,0.3448872866241136,0.0,0.3448872866241136,0.001625572684076097,0.0,
2.0,1,1,0,1197568.131873011,2131.484254092909,1.6858177,0.5852166521529374,0.3465128886294364,0.0,0.3465128886294364,0.001625602005322774,0.0,
2.0,1,1,0,1197578.131874203,2141.484255285002,1.6866452,0.5851823856851595,0.3481383954501151,0.0,0.3481383954501151,0.001625506820678711,0.0,
2.0,1,1,0,1197588.131875395,2151.484256477095,1.6875119,0.5851916415701339,0.3497639279815885,0.0,0.3497639279815885,0.001625532531473372,0.0,
2.0,1,1,0,1197598.131876587,2161.484257669188,1.6885363,0.5851916809568786,0.3513894606224695,0.0,0.3513894606224695,0.001625532640881008,0.0,
2.0,1,1,0,1197608.131877779,2171.484258861281,1.6894031,0.5851954620843575,0.3530150037664836,0.0,0.3530150037664836,0.001625543144014147,0.0,
2.0,1,1,0,1197618.131878971,2181.484260053374,1.6903092,0.5851988887311352,0.3546405564289621,0.0,0.3546405564289621,0.001625552662478553,0.0,
2.0,1,1,0,1197628.131880163,2191.484261245467,1.6913335,0.5852008186816193,0.3562661144524149,0.0,0.3562661144524149,0.001625558023452759,0.0,
2.0,1,1,0,1197638.131881355,2201.48426243756,1.6922398,0.5852026304718696,0.3578916775086189,0.0,0.3578916775086189,0.001625563056204054,0.0,
2.0,1,1,0,1197648.131882547,2211.484263629653,1.6933429,0.5851982585432222,0.3595172284205753,0.0,0.3595172284205753,0.001625550911956363,0.0,
2.0,1,1,0,1197658.131883739,2221.484264821745,1.6944461,0.5851953439241238,0.3611427712363666,0.0,0.3611427712363666,0.001625542815791236,0.0,
2.0,1,1,0,1197668.131884932,2231.484266013838,1.6954705,0.5851930594929385,0.3627683077065149,0.0,0.3627683077065149,0.001625536470148298,0.0,
2.0,1,1,0,1197678.131886124,2241.484267205931,1.6966918,0.5851997158527713,0.3643938626665538,0.0,0.3643938626665538,0.001625554960038927,0.0,
2.0,1,1,0,1197688.131887316,2251.484268398024,1.6978737,0.585205545090968,0.3660194338189229,0.0,0.3660194338189229,0.001625571152369181,0.0,
2.0,1,1,0,1197698.131888508,2261.484269590117,1.6991345,0.5852072781077292,0.3676450097852281,0.0,0.3676450097852281,0.001625575966305203,0.0,
2.0,1,1,0,1197708.1318897,2271.48427078221,1.7002376,0.5851974314215861,0.3692705583996241,0.0,0.3692705583996241,0.001625548614395989,0.0,
2.0,1,1,0,1197718.131890892,2281.484271974303,1.7015772,0.585194595575977,0.3708960991366703,0.0,0.3708960991366703,0.001625540737046136,0.0,
2.0,1,1,0,1197728.131892084,2291.484273166396,1.7028774,0.585193295813406,0.3725216362632644,0.0,0.3725216362632644,0.00162553712659412,0.0,
2.0,1,1,0,1197738.131893276,2301.484274358489,1.7042563,0.5852002672671953,0.3741471927550102,0.0,0.3741471927550102,0.001625556491745843,0.0,
2.0,1,1,0,1197748.131894468,2311.484275550582,1.7057141,0.5852062934391149,0.3757727659861245,0.0,0.3757727659861245,0.001625573231114282,0.0,
2.0,1,1,0,1197758.13189566,2321.484276742674,1.7071325,0.5852180306889975,0.3773983718207146,0.0,0.3773983718207146,0.001625605834590064,0.0,
2.0,1,1,0,1197768.131896853,2331.484277934767,1.7088265,0.5851990462781136,0.3790239249208237,0.0,0.3790239249208237,0.0016255531001091,0.0,
2.0,1,1,0,1197778.131898045,2341.48427912686,1.7102844,0.5852062146656257,0.3806494979331226,0.0,0.3806494979331226,0.001625573012299008,0.0,
2.0,1,1,0,1197788.131899237,2351.484280318953,1.7118996,0.5852083021630881,0.3822750767440264,0.0,0.3822750767440264,0.001625578810903761,0.0,
2.0,1,1,0,1197798.131900429,2361.484281511046,1.7136332,0.5851980616094993,0.3839006271089446,0.0,0.3839006271089446,0.001625550364918179,0.0,
2.0,1,1,0,1197808.131901621,2371.484282703139,1.7154455,0.5852075932016857,0.3855262039505108,0.0,0.3855262039505108,0.001625576841566298,0.0,
2.0,1,1,0,1197818.131902813,2381.484283895232,1.7172579,0.5851964467529718,0.3871517498297159,0.0,0.3871517498297159,0.001625545879205068,0.0,
2.0,1,1,0,1197828.131904005,2391.484285087325,1.7191097,0.5852109016882298,0.3887773358615237,0.0,0.3887773358615237,0.001625586031807793,0.0,
2.0,1,1,0,1197838.131905197,2401.484286279418,1.7210401,0.585206923627028,0.3904029108431601,0.0,0.3904029108431601,0.001625574981636471,0.0,
2.0,1,1,0,1197848.131906389,2411.48428747151,1.7232071,0.5852042453283971,0.3920284783850773,0.0,0.3920284783850773,0.001625567541917165,0.0,
2.0,1,1,0,1197858.131907581,2421.484288663603,1.7252952,0.5851943198687649,0.39365401835627,0.0,0.39365401835627,0.001625539971192678,0.0,
2.0,1,1,0,1197868.131908773,2431.484289855696,1.727541,0.5852128710254585,0.3952796098584597,0.0,0.3952796098584597,0.001625591502189636,0.0,
2.0,1,1,0,1197878.131909966,2441.484291047789,1.7298654,0.5852246870488301,0.3969052341829404,0.0,0.3969052341829404,0.001625624324480693,0.0,
2.0,1,1,0,1197888.131911158,2451.484292239882,1.7323081,0.5852179519155083,0.3985308397987152,0.0,0.3985308397987152,0.001625605615774791,0.0,
2.0,1,1,0,1197898.13191235,2461.484293431975,1.7347903,0.5852155887108339,0.4001564388500318,0.0,0.4001564388500318,0.001625599051316579,0.0,
2.0,1,1,0,1197908.131913542,2471.484294624068,1.7375482,0.5852215361092644,0.4017820544219015,0.0,0.4017820544219015,0.001625615571869744,0.0,
2.0,1,1,0,1197918.131914734,2481.484295816161,1.7403455,0.5852145646554751,0.4034076506286196,0.0,0.4034076506286196,0.001625596206718021,0.0,
2.0,1,1,0,1197928.131915926,2491.484297008254,1.7433004,0.5852018427369783,0.4050332114966709,0.0,0.4050332114966709,0.001625560868051317,0.0,
2.0,1,1,0,1197938.131917118,2501.484298200347,1.7462553,0.5852413870285288,0.4066588822099896,0.0,0.4066588822099896,0.001625670713318719,0.0,
2.0,1,1,0,1197948.13191831,2511.484299392439,1.7495648,0.5852360698180116,0.4082845381532773,0.0,0.4082845381532773,0.001625655943287743,0.0,
2.0,1,1,0,1197958.131919502,2521.484300584532,1.7530712,0.5852122408375453,0.4099101279049447,0.0,0.4099101279049447,0.001625589751667447,0.0,
2.0,1,1,0,1197968.131920694,2531.484301776625,1.7566959,0.5852201969599489,0.4115357397569548,0.0,0.4115357397569548,0.001625611852010091,0.0,
2.0,1,1,0,1197978.131921886,2541.484302968718,1.7604781,0.585213461826627,0.413161332900259,0.0,0.413161332900259,0.001625593143304189,0.0,
2.0,1,1,0,1197988.131923079,2551.484304160811,1.7642604,0.5852199212527369,0.4147869439864156,0.0,0.4147869439864156,0.001625611086156633,0.0,
2.0,1,1,0,1197998.131924271,2561.484305352904,1.7685549,0.5852121226773116,0.4164125334098602,0.0,0.4164125334098602,0.001625589423444536,0.0,
2.0,1,1,0,1198008.131925463,2571.484306544997,1.7730464,0.5852008186816193,0.4180380914333129,0.0,0.4180380914333129,0.001625558023452759,0.0,
2.0,1,1,0,1198018.131926655,2581.48430773709,1.777853,0.585211256168931,0.4196636784497895,0.0,0.4196636784497895,0.001625587016476525,0.0,
2.0,1,1,0,1198028.131927847,2591.484308929183,1.7828172,0.5852157068710677,0.421289277829329,0.0,0.421289277829329,0.00162559937953949,0.0,
2.0,1,1,0,1198038.131929039,2601.484310121275,1.7880572,0.5852179519155083,0.4229148834451038,0.0,0.4229148834451038,0.001625605615774791,0.0,
2.0,1,1,0,1198048.131930231,2611.484311313368,1.7938489,0.5852229146453244,0.4245405028462408,0.0,0.4245405028462408,0.001625619401137034,0.0,
2.0,1,1,0,1198058.131931423,2621.484312505461,1.7999163,0.5852636405392122,0.4261662353748743,0.0,0.4261662353748743,0.001625732528633542,0.0,
2.0,1,1,0,1198068.131932615,2631.484313697554,1.8065352,0.5852567872456566,0.427791948866579,0.0,0.427791948866579,0.001625713491704729,0.0,
2.0,1,1,0,1198078.131933807,2641.484314889647,1.8135875,0.5852533212121342,0.4294176527304117,0.0,0.4294176527304117,0.001625703863832686,0.0,
2.0,1,1,0,1198088.131934999,2651.48431608174,1.8211915,0.5852394570780448,0.4310433180827562,0.0,0.4310433180827562,0.001625665352344513,0.0,
2.0,1,1,0,1198098.131936192,2661.484317273833,1.829347,0.5852405992936374,0.4326689866079222,0.0,0.4326689866079222,0.001625668525165982,0.0,
2.0,1,1,0,1198108.131937384,2671.484318465926,1.8383693,0.5852323280772772,0.4342946321574844,0.0,0.4342946321574844,0.001625645549562242,0.0,
2.0,1,1,0,1198118.131938576,2681.484319658019,1.8480613,0.5852281924690971,0.4359202662192448,0.0,0.4359202662192448,0.001625634061760373,0.0,
2.0,1,1,0,1198127.417939682,2690.770320763811,1.8581474,0.5852389046439695,0.4374298576402662,0.0,0.4374298576402662,0.001509591421021356,0.0,
2.0,1,1,0,1198136.087940715,2699.440321797505,1.8682334,0.5852393871531075,0.4388393093323705,0.0,0.4388393093323705,0.00140945169210434,0.0,
2.0,1,1,0,1198144.045941662,2707.398322744295,1.8782407,0.5852412266698287,0.4401330177312424,0.0,0.4401330177312424,0.001293708398871952,0.0,
2.0,1,1,0,1198151.327942532,2714.680323613808,1.888248,0.5852434454307734,0.4413168353086045,0.0,0.4413168353086045,0.00118381757736206,0.0,
2.0,1,1,0,1198158.013943329,2721.366324410774,1.8982552,0.5852331180801543,0.442403743390242,0.0,0.442403743390242,0.001086908081637488,0.0,
2.0,1,1,0,1198164.229944069,2727.58232515119,1.9083018,0.5852501651068346,0.4434142754623622,0.0,0.4434142754623622,0.001010532072120243,0.0,
2.0,1,1,0,1198169.997944757,2733.350325839361,1.9183486,0.5852316093340825,0.4443519466638562,0.0,0.4443519466638562,0.000937671201494005,0.0,
2.0,1,1,0,1198175.351945397,2738.704326478764,1.9283558,0.5852506048716202,0.4452223444729378,0.0,0.4452223444729378,0.0008703978090816073,0.0,
2.0,1,1,0,1198180.315945987,2743.66832706891,1.9383631,0.5852473759711909,0.4460293356728551,0.0,0.4460293356728551,0.0008069911999172635,0.0,
2.0,1,1,0,1198184.987946544,2748.340327626094,1.9483703,0.5852508867577269,0.4467888613586953,0.0,0.4467888613586953,0.0007595256858401829,0.0,
2.0,1,1,0,1198189.331947062,2752.684328144416,1.9584169,0.5852523007918402,0.4474950658859145,0.0,0.4474950658859145,0.0007062045272191366,0.0,
2.0,1,1,0,1198193.393947547,2756.746328629553,1.9684242,0.5852603056056939,0.4481554346762761,0.0,0.4481554346762761,0.0006603687903616164,0.0,
2.0,1,1,0,1198197.197947998,2760.550329079852,1.9784315,0.5852596658654634,0.4487738591297465,0.0,0.4487738591297465,0.000618424453470442,0.0,
2.0,1,1,0,1198200.803948428,2764.156329510733,1.9884387,0.5852453365047816,0.4493600799451932,0.0,0.4493600799451932,0.0005862208154466417,0.0,
2.0,1,1,0,1198204.139948829,2767.492329911329,1.9984853,0.5852394670512232,0.4499024019164507,0.0,0.4499024019164507,0.0005423219712575277,0.0,
2.0,1,1,0,1198207.34194921,2770.694330291823,2.0084925,0.5852351368865684,0.4504229361195032,0.0,0.4504229361195032,0.0005205342030525208,0.0,
2.0,1,1,0,1198210.317949563,2773.670330645517,2.0184999,0.5852589257757176,0.4509067502223119,0.0,0.4509067502223119,0.0004838141028086344,0.0,
2.0,1,1,0,1198213.151949903,2776.504330985248,2.028507,0.5852609459783237,0.4513674807000158,0.0,0.4513674807000158,0.0004607304777039422,0.0,
2.0,1,1,0,1198215.841950223,2779.194331305102,2.0385144,0.5852599306033203,0.4518047999779381,0.0,0.4518047999779381,0.0004373192779223124,0.0,
2.0,1,1,0,1198218.393950528,2781.746331609786,2.0485609,0.5852491773490369,0.4522196766665245,0.0,0.4522196766665245,0.000414876688586341,0.0,
2.0,1,1,0,1198220.781950809,2784.134331891313,2.0586076,0.5852724484365965,0.4526079074364236,0.0,0.4526079074364236,0.0003882307698991564,0.0,
2.0,1,1,0,1198223.063951083,2786.416332164779,2.068615,0.5852298327793458,0.4529788781693244,0.0,0.4529788781693244,0.0003709707329008314,0.0,
2.0,1,1,0,1198225.203951336,2788.556332418695,2.0786614,0.5852375730980205,0.4533267694346108,0.0,0.4533267694346108,0.0003478912652863396,0.0,
2.0,1,1,0,1198227.23395158,2790.586332662031,2.0886688,0.5852600908830153,0.4536567911365295,0.0,0.4536567911365295,0.0003300217019187079,0.0,
2.0,1,1,0,1198229.16195181,2792.514332892373,2.098676,0.5852920003123756,0.4539702475563683,0.0,0.4539702475563683,0.0003134564198387993,0.0,
2.0,1,1,0,1198230.973952025,2794.326333107427,2.1087227,0.5852631154298085,0.4542648300260965,0.0,0.4542648300260965,0.0002945824697282579,0.0,
2.0,1,1,0,1198232.707952231,2796.06033331342,2.1188087,0.5852611477859524,0.454546730845769,0.0,0.454546730845769,0.0002819008196724786,0.0,
2.0,1,1,0,1198234.327952426,2797.680333508179,2.1288555,0.5852546388602723,0.4548100954649181,0.0,0.4548100954649181,0.0002633646191491021,0.0,
2.0,1,1,0,1198235.869952612,2799.222333693877,2.1388626,0.5852440792249517,0.4550607750423747,0.0,0.4550607750423747,0.0002506795774565803,0.0,
2.0,1,1,0,1198237.347952787,2800.700333869085,2.1489093,0.585257569880357,0.4553010558176038,0.0,0.4553010558176038,0.0002402807752291361,0.0,
2.0,1,1,0,1198238.713952947,2802.06633402966,2.1589165,0.5852689369219413,0.4555231328903302,0.0,0.4555231328903302,0.0002220770727263557,0.0,
2.0,1,1,0,1198240.003953102,2803.356334184296,2.1689239,0.5852224217696513,0.4557328376166024,0.0,0.4557328376166024,0.0002097047262721591,0.0,
2.0,1,1,0,1198241.225953247,2804.57833432965,2.178931,0.5852570048319746,0.4559314998790951,0.0,0.4559314998790951,0.0001986622624927097,0.0,
2.0,1,1,0,1198242.377953387,2805.730334469117,2.1889384,0.5852570164623638,0.4561187821470364,0.0,0.4561187821470364,0.0001872822679413689,0.0,
2.0,1,1,0,1198243.467953514,2806.820334596559,2.1989455,0.5852302610712613,0.4562959768856894,0.0,0.4562959768856894,0.000177194738652971,0.0,
2.0,1,1,0,1198244.491953637,2807.844334719703,2.2089922,0.5852110315436735,0.4564624369324576,0.0,0.4564624369324576,0.0001664600467681885,0.0,
2.0,1,1,0,1198245.455953751,2808.808334833011,2.2189994,0.5852568638910088,0.4566191557333202,0.0,0.4566191557333202,0.0001567188008626302,0.0,
2.0,1,1,0,1198246.359953862,2809.712334943935,2.2290461,0.5852055158586453,0.4567661073586674,0.0,0.4567661073586674,0.0001469516253471374,0.0,
2.0,1,1,0,1198247.217953961,2810.570335043594,2.2390535,0.5852623295284779,0.4569055948967402,0.0,0.4569055948967402,0.000139487538072798,0.0,
2.0,1,1,0,1198248.023954058,2811.376335140318,2.2491,0.5852656443021563,0.4570366293872725,0.0,0.4570366293872725,0.0001310344905323452,0.0,
2.0,1,1,0,1198248.777954148,2812.13033523038,2.2591074,0.5852641954714329,0.4571592097361881,0.0,0.4571592097361881,0.000122580348915524,0.0,
2.0,1,1,0,1198249.501954234,2812.85433531669,2.2691145,0.5852223799850818,0.4572769044733045,0.0,0.4572769044733045,0.0001176947371164958,0.0,
2.0,1,1,0,1198250.173954315,2813.526335397735,2.2791219,0.5852138886382274,0.4573861444123584,0.0,0.4573861444123584,0.0001092399390538534,0.0,
2.0,1,1,0,1198250.815954391,2814.168335473165,2.289129,0.5852281872165657,0.4574905101180075,0.0,0.4574905101180075,0.000104365705649058,0.0,
2.0,1,1,0,1198251.429954465,2814.78233554773,2.2991364,0.5852370157176289,0.4575903255544767,0.0,0.4575903255544767,9.981543646918404e-05,0.0,
2.0,1,1,0,1198252.001954532,2815.354335614713,2.3091435,0.5852439668538899,0.4576833143289882,0.0,0.4576833143289882,9.29887745115492e-05,0.0,
2.0,1,1,0,1198252.551954597,2815.904335679486,2.3191509,0.5852445173267679,0.4577727266963321,0.0,0.4577727266963321,8.941236734390259e-05,0.0,
2.0,1,1,0,1198253.063954659,2816.416335741058,2.3291581,0.5852410331654843,0.457855960986614,0.0,0.457855960986614,8.323429028193156e-05,0.0,
2.0,1,1,0,1198253.569954719,2816.922335801646,2.3391652,0.5852877948895457,0.457938226447635,0.0,0.457938226447635,8.226546102099948e-05,0.0,
2.0,1,1,0,1198254.045954775,2817.398335857317,2.3491726,0.58521492508896,0.4580156048745577,0.0,0.4580156048745577,7.737842692269219e-05,0.0,
2.0,1,1,0,1198254.507954831,2817.860335913487,2.3593373,0.5852361603330318,0.4580907101909318,0.0,0.4580907101909318,7.5105316374037e-05,0.0,
2.0,1,1,0,1198254.949954882,2818.302335964516,2.369463,0.5852144804183246,0.4581625615326562,0.0,0.4581625615326562,7.185134172439576e-05,0.0,
2.0,1,1,0,1198255.371954936,2818.724336018553,2.3794701,0.5852560676966949,0.4582311665582655,0.0,0.4582311665582655,6.860502560933431e-05,0.0,
2.0,1,1,0,1198255.779954983,2819.132336065173,2.3894775,0.5852409914209125,0.4582974938782055,0.0,0.4582974938782055,6.632731993993123e-05,0.0,
2.0,1,1,0,1198256.16995503,2819.522336112335,2.399524,0.5852341408811297,0.4583608942511345,0.0,0.4583608942511345,6.340037292904323e-05,0.0,
2.0,1,1,0,1198256.549955074,2819.902336155996,2.40961,0.5852406557157196,0.45842266966078,0.0,0.45842266966078,6.177540964550442e-05,0.0,
2.0,1,1,0,1198256.92195512,2820.27433620207,2.4196961,0.5852636873707928,0.4584831469159655,0.0,0.4584831469159655,6.047725518544515e-05,0.0,
2.0,1,1,0,1198257.279955162,2820.632336243987,2.4297428,0.5852346960448853,0.4585413452619975,0.0,0.4585413452619975,5.819834603203668e-05,0.0,
2.0,1,1,0,1198257.633955206,2820.986336288042,2.4397895,0.5852317081738012,0.4585988930537964,0.0,0.4585988930537964,5.75477917989095e-05,0.0,
2.0,1,1,0,1198257.971955244,2821.32433632575,2.4498756,0.5852214058782765,0.4586538388474781,0.0,0.4586538388474781,5.494579368167453e-05,0.0,
2.0,1,1,0,1198258.305955283,2821.658336365595,2.4599617,0.5852180799291722,0.4587081340869266,0.0,0.4587081340869266,5.429523944854736e-05,0.0,
2.0,1,1,0,1198258.633955325,2821.986336407252,2.4700475,0.5852033348737729,0.4587614526197644,0.0,0.4587614526197644,5.331853283776177e-05,0.0,
2.0,1,1,0,1198258.951955359,2822.304336441681,2.4800549,0.5852968583912785,0.4588131538478532,0.0,0.4588131538478532,5.170122808880276e-05,0.0,
2.0,1,1,0,1198259.265955398,2822.618336480111,2.4901016,0.5851826407164321,0.4588641947844291,0.0,0.4588641947844291,5.104093657599555e-05,0.0,
2.0,1,1,0,1198259.573955435,2822.926336517558,2.5001481,0.585297968535948,0.4589142702833809,0.0,0.4589142702833809,5.007549895180596e-05,0.0,
2.0,1,1,0,1198259.877955473,2823.23033655528,2.5101554,0.5852538656261916,0.4589636917270553,0.0,0.4589636917270553,4.942144367429945e-05,0.0,
2.0,1,1,0,1198260.175955508,2823.528336590156,2.5201626,0.5852383658314714,0.4590121364641188,0.0,0.4590121364641188,4.844473706351386e-05,0.0,
2.0,1,1,0,1198260.473955542,2823.826336624101,2.5302093,0.5852000382779785,0.4590605780283608,0.0,0.4590605780283608,4.844156424204509e-05,0.0,
2.0,1,1,0,1198260.765955577,2824.118336658925,2.5402167,0.5852707824591793,0.4591080499974884,0.0,0.4591080499974884,4.747196912765503e-05,0.0,
2.0,1,1,0,1198261.057955612,2824.410336693749,2.5502238,0.5852208745979087,0.4591555179185335,0.0,0.4591555179185335,4.746792104509142e-05,0.0,
2.0,1,1,0,1198261.347955648,2824.700336730108,2.5604281,0.5852678485957944,0.459202664501137,0.0,0.459202664501137,4.714658260345459e-05,0.0,
2.0,1,1,0,1198261.637955683,2824.990336765535,2.5705142,0.585244761694124,0.4592498092238106,0.0,0.4592498092238106,4.714472267362807e-05,0.0,
2.0,1,1,0,1198261.921955716,2825.274336798117,2.5805213,0.5852116632018027,0.4592959759269818,0.0,0.4592959759269818,4.616670317120022e-05,0.0,
2.0,1,1,0,1198262.211955749,2825.56433683075,2.5906074,0.5852719306048891,0.4593431228378082,0.0,0.4593431228378082,4.714691082636516e-05,0.0,
2.0,1,1,0,1198262.493955784,2825.846336865798,2.6006148,0.5852878363949932,0.4593889703906905,0.0,0.4593889703906905,4.584755288230049e-05,0.0,
2.0,1,1,0,1198262.775955817,2826.128336898983,2.6107008,0.5852864435678198,0.4594348178341652,0.0,0.4594348178341652,4.584744347466363e-05,0.0,
2.0,1,1,0,1198263.05595585,2826.40833693184,2.6208262,0.5852272539039757,0.4594803355148102,0.0,0.4594803355148102,4.551768064498901e-05,0.0,
2.0,1,1,0,1198263.333955884,2826.686336966231,2.6308334,0.5852451320847073,0.4595255294500455,0.0,0.4595255294500455,4.519393523534139e-05,0.0,
2.0,1,1,0,1198263.611955918,2826.964337000623,2.6408801,0.5852210466654729,0.459570721525351,0.0,0.459570721525351,4.519207530551487e-05,0.0,
2.0,1,1,0,1198263.885955951,2827.238337033428,2.6509662,0.5852169951190036,0.4596152630464234,0.0,0.4596152630464234,4.45415210723877e-05,0.0,
2.0,1,1,0,1198264.159955982,2827.512337064371,2.6609733,0.5852328112941191,0.4596598057709798,0.0,0.4596598057709798,4.45427245563931e-05,0.0,
2.0,1,1,0,1198264.429956015,2827.782337097451,2.67102,0.5852157370261056,0.4597036969566343,0.0,0.4597036969566343,4.389118565453424e-05,0.0,
2.0,1,1,0,1198264.695956044,2828.048337126151,2.6810668,0.5852188934547343,0.4597469381350939,0.0,0.4597469381350939,4.324117845959134e-05,0.0,
2.0,1,1,0,1198264.961956076,2828.314337158576,2.6910739,0.5851966746886442,0.4597901776724389,0.0,0.4597901776724389,4.323953734503852e-05,0.0,
2.0,1,1,0,1198265.207956105,2828.560337187722,2.7004509,0.5852825936740035,0.4598301719877452,0.0,0.4598301719877452,3.999431530634562e-05,0.0,
2.0,1,1,0,1198265.209956106,2828.56233718805,2.7005296,0.5854987138437352,0.4598304972648618,0.0,0.4598304972648618,3.252771165635851e-07,0.0,
2.0,1,0,0,1198265.247956112,2828.600337194046,2.7000961,0.5846176981786575,0.4598366682304274,0.0,0.4598366682304274,6.170965565575494e-06,0.0,
2.0,1,0,0,1198385.247970417,2948.600351499161,2.7002144,0.08037301296823442,0.4625157689820755,0.0,0.4625157689820755,0.00267910075164814,0.0,
2.0,1,0,0,1198505.247984722,3068.600365804276,2.7002537,0.01006136959134107,0.4628511480084339,0.0,0.4628511480084339,0.0003353790263583263,0.0,
2.0,1,0,0,1198625.247999027,3188.60038010939,2.700175,0.005238417589015683,0.4630257619488833,0.0,0.4630257619488833,0.0001746139404494574,0.0,
2.0,1,0,0,1198745.248013332,3308.600394414505,2.7002537,0.003288640264466215,0.4631353833041,0.0,0.4631353833041,0.0001096213552167562,0.0,
2.0,1,0,0,1198865.248027637,3428.60040871962,2.7000961,0.002286134968377141,0.4632115878121302,0.0,0.4632115878121302,7.620450803018887e-05,0.0,
2.0,1,0,0,1198985.248041942,3548.600423024734,2.7002144,0.001709358110635167,0.4632685664226104,0.0,0.4632685664226104,5.697861048021776e-05,0.0,
2.0,1,0,0,1199105.248056248,3668.600437329849,2.7000961,0.001360016969424613,0.4633139003269955,0.0,0.4633139003269955,4.533390438504234e-05,0.0,
2.0,1,0,0,1199225.248070553,3788.600451634964,2.7002144,0.001123469757148182,0.4633513493233647,0.0,0.4633513493233647,3.744899636920713e-05,0.0,
2.0,1,0,0,1199345.248084858,3908.600465940079,2.7002933,0.0009422872448375616,0.4633827589019369,0.0,0.4633827589019369,3.140957857223182e-05,0.0,
2.0,1,0,0,1199465.248099163,4028.600480244961,2.7001357,0.0008070001888700451,0.4634096589114393,0.0,0.4634096589114393,2.690000950234662e-05,0.0,
2.0,1,0,0,1199585.248113468,4148.600494550075,2.7002537,0.0006950859088993333,0.4634328284444979,0.0,0.4634328284444979,2.316953305866769e-05,0.0,
2.0,1,0,0,1199705.248127773,4268.60050885519,2.700175,0.000615222628437662,0.4634533358678905,0.0,0.4634533358678905,2.050742339259715e-05,0.0,
2.0,1,0,0,1199825.248142078,4388.600523160305,2.7000568,0.000537059544502258,0.4634712378548413,0.0,0.4634712378548413,1.790198695082482e-05,0.0,
2.0,1,0,0,1199945.248156383,4508.60053746542,2.7000961,0.000489952943083673,0.4634875696215577,0.0,0.4634875696215577,1.633176671635384e-05,0.0,
2.0,1,0,0,1200065.248170688,4628.600551770534,2.7002144,0.0004366363579734746,0.4635021241685585,0.0,0.4635021241685585,1.455454700081949e-05,0.0,
2.0,1,0,0,1200185.248184993,4748.600566075649,2.700175,0.0003922966783772515,0.4635152007260633,0.0,0.4635152007260633,1.307655750475533e-05,0.0,
2.0,1,0,0,1200305.248199299,4868.600580380764,2.7002933,0.0003475926707107951,0.4635267871498015,0.0,0.4635267871498015,1.158642373823568e-05,0.0,
2.0,1,0,0,1200425.248213604,4988.600594685879,2.700175,0.0003389833747213935,0.4635380865969725,0.0,0.4635380865969725,1.129944717104536e-05,0.0,
2.0,0,0,0,1200545.248227909,5108.600608990993,2.7002537,0.000295369067720869,0.4635479322337369,0.0,0.4635479322337369,9.845636764386856e-06,0.0,
2.0,0,0,0,1200665.248242214,5228.600623296108,2.7002144,0.000283983002796561,0.4635573983349586,0.0,0.4635573983349586,9.466101221665768e-06,0.0,
2.0,0,0,0,1200785.248256519,5348.600637601223,2.7002144,0.0002986611472195389,0.4635673537077193,0.0,0.4635673537077193,9.9553727607574e-06,0.0,
2.0,1,0,0,1200905.248270824,5468.600651906338,2.7001357,0.0002432340844436464,0.4635754615115006,0.0,0.4635754615115006,8.107803781313628e-06,0.0,
