"","mode","ox.red","error","control.changes","Ns.changes","counter.inc.","Ns","I.Range","time.s","control.mA","Ewe.V","X.I..mA","dq.mA.h","X.Q.Qo..mA.h","Energy.W.h","Q.charge.discharge.mA.h","half.cycle"
"568",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5685.93427006737,1.26699995994568,0.0436529964208603,1.26579642295837,0.00351699302083916,-0.560802542376452,0.0002182686912873,0.0738576312763161,3
"569",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5695.93427054235,1.26699995994568,0.0436529964208603,1.2663871049881,0.00351697519097063,-0.557285567185481,0.000218422273338153,0.0773746064672867,3
"570",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5705.93427101732,1.26699995994568,0.0436136238276958,1.26619005203247,0.00351704661680592,-0.553768520568675,0.000218575791485967,0.0808916530840927,3
"571",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5715.9342714923,1.26699995994568,0.0437317378818989,1.26599323749542,0.00351708446284135,-0.550251436105834,0.000218729216048613,0.084408737546934,3
"572",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5725.93427196727,1.26699995994568,0.0436136238276958,1.26619005203247,0.00351705875999398,-0.54673437734584,0.000218882749211586,0.087925796306928,3
"573",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5735.93427244225,1.26699995994568,0.0436136238276958,1.26737129688263,0.00351697781807846,-0.543217399527762,0.000219036327748556,0.0914427741250065,3
"574",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5745.93427291722,1.26699995994568,0.0436923652887344,1.2663871049881,0.00351695026252005,-0.539700449265242,0.00021919002452029,0.0949597243875265,3
"575",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5755.93427339219,1.26699995994568,0.043771106749773,1.2663871049881,0.00351697158429358,-0.536183477680948,0.000219343839505575,0.0984766959718201,3
"576",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5765.93427386717,1.26699995994568,0.0438104793429375,1.26579642295837,0.00351699247525798,-0.53266648520569,0.000219497869446796,0.101993688447078,3
"577",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5775.93427434214,1.26699995994568,0.0438892208039761,1.26658391952515,0.00351701369444529,-0.529149471511245,0.000219652200821743,0.105510702141523,3
"578",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5785.93427481712,1.26699995994568,0.0440860725939274,1.26658391952515,0.00351701840069559,-0.525632453110549,0.000219806966689847,0.109027720542219,3
"579",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5795.93427529209,1.26699995994568,0.044282928109169,1.26619005203247,0.00351698405775759,-0.522115469052792,0.000219962295190739,0.112544704599977,3
"580",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5805.93427576707,1.26699995994568,0.0444797836244106,1.26559948921204,0.00351701259586546,-0.518598456456926,0.000220118267000174,0.116061717195842,3
"581",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5815.93427624204,1.26699995994568,0.0446372665464878,1.2663871049881,0.00351700407312976,-0.515081452383796,0.000220274887952445,0.119578721268972,3
"582",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5825.93427671702,1.26699995994568,0.0447160080075264,1.26559948921204,0.00351697508937783,-0.511564477294419,0.000220432048047076,0.12309569635835,3
"583",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5835.93427719199,1.26699995994568,0.0449522323906422,1.26678073406219,0.00351698799431324,-0.508047489300105,0.000220589743282488,0.126612684352663,3
"584",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5845.93427766697,1.26699995994568,0.0451490879058838,1.26579642295837,0.00351700449983279,-0.504530484800273,0.000220748094870818,0.130129688852496,3
"585",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5855.93427814194,1.26699995994568,0.0455034226179123,1.26658391952515,0.00351696666399638,-0.501013518136276,0.000220907162896967,0.133646655516492,3
"586",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5865.93427861691,1.26699995994568,0.0456215366721153,1.2663871049881,0.00351697628392114,-0.497496541852355,0.00022106697500288,0.137163631800413,3
"587",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5875.93427909189,1.26699995994568,0.0457790195941925,1.26619005203247,0.00351699761675464,-0.4939795442356,0.000221227635719287,0.140680629417168,3
"588",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5885.93427956686,1.26699995994568,0.0459758713841438,1.26579642295837,0.00351698536707295,-0.490462558868527,0.00022138912168635,0.144197614784241,3
"589",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5895.93428004184,1.26699995994568,0.0464089512825012,1.26579642295837,0.00351695802211761,-0.48694560084641,0.000221551615761973,0.147714572806358,3
"590",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5905.93428051681,1.26699995994568,0.0466845482587814,1.26579642295837,0.0035169103364812,-0.483428690509929,0.000221715383713673,0.15123148314284,3
"591",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5915.93428099179,1.26699995994568,0.0470388866961002,1.26619005203247,0.00351690759897232,-0.479911782910956,0.000221880385469888,0.154748390741812,3
"592",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5925.93428146676,1.26699995994568,0.0475113354623318,1.26619005203247,0.00351692149003347,-0.476394861420923,0.000222046763795112,0.158265312231845,3
"593",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5935.93428194174,1.26699995994568,0.0478263013064861,1.26619005203247,0.00351694325791465,-0.472877918163008,0.000222214478970208,0.16178225548976,3
"594",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5945.93428241671,1.26699995994568,0.0482200086116791,1.26619005203247,0.00351692674186495,-0.469360991421143,0.000222383531925141,0.165299182231625,3
"595",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5955.93428289169,1.26699995994568,0.0486924573779106,1.26579642295837,0.00351693002747165,-0.465844061393672,0.000222554037917574,0.168816112259097,3
"596",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5965.93428336666,1.26699995994568,0.049243651330471,1.2663871049881,0.00351697661234273,-0.462327084781329,0.000222726104625655,0.172333088871439,3
"597",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5975.93428384163,1.26699995994568,0.0495979860424995,1.26658391952515,0.00351695233556959,-0.458810132445759,0.000222899852778043,0.175850041207009,3
"598",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5985.93428431661,1.26699995994568,0.05014917999506,1.26599323749542,0.00351687993029753,-0.455293252515462,0.000223075282077766,0.179366921137306,3
"599",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,5995.93428479158,1.26699995994568,0.0507791116833687,1.26599323749542,0.00351690027541584,-0.451776352240046,0.000223252759378367,0.182883821412722,3
"600",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6005.93428526656,1.26699995994568,0.051487784832716,1.26599323749542,0.00351695441484451,-0.448259397825201,0.00022343257207775,0.186400775827567,3
"601",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6015.93428574153,1.26699995994568,0.0519602373242378,1.26619005203247,0.00351696797894107,-0.44474242984626,0.000223614447980735,0.189917743806508,3
"602",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6025.93428621651,1.26699995994568,0.0527870245277882,1.26619005203247,0.00351701161854797,-0.441225418227712,0.000223798828525077,0.193434755425056,3
"603",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6035.93428669148,1.26699995994568,0.0534956976771355,1.2663871049881,0.00351699193139871,-0.437708426296314,0.000223985876792625,0.196951747356455,3
"604",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6045.93428716646,1.26699995994568,0.0544405952095985,1.26658391952515,0.00351701577219698,-0.434191410524117,0.000224175686132681,0.200468763128652,3
"605",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6055.93428764143,1.26699995994568,0.0554642379283905,1.26619005203247,0.0035170260537333,-0.430674384470383,0.000224368712495757,0.203985789182385,3
"606",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6065.9342881164,1.26699995994568,0.0565272495150566,1.2663871049881,0.0035170601792468,-0.427157324291137,0.000224565322101945,0.207502849361632,3
"607",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6075.93428859138,1.26699995994568,0.0576296336948872,1.26559948921204,0.00351700735284223,-0.423640316938294,0.000224766126859297,0.211019856714474,3
"608",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6085.93428906635,1.26699995994568,0.0590076111257076,1.26559948921204,0.00351699488083522,-0.420123322057459,0.000224971503951153,0.214536851595309,3
"609",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6095.93428954133,1.26699995994568,0.0606218129396439,1.26599323749542,0.00351697212967608,-0.416606349927783,0.000225181780992764,0.218053823724985,3
"610",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6105.9342900163,1.26699995994568,0.0621179044246674,1.26599323749542,0.00351692258656025,-0.413089427341223,0.000225397660434901,0.221570746311545,3
"611",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6115.93429049128,1.26699995994568,0.0640470683574677,1.26619005203247,0.00351688353902764,-0.409572543802195,0.000225619508646732,0.225087629850573,3
"612",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6125.93429096625,1.26699995994568,0.0660156086087227,1.26559948921204,0.00351689207136631,-0.406055651730829,0.000225848148068162,0.228604521921939,3
"613",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6135.93429144123,1.26699995994568,0.0685747116804123,1.26559948921204,0.00351691602448622,-0.402538735706343,0.000226085007106866,0.232121437946426,3
"614",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6145.9342919162,1.26699995994568,0.0712125599384308,1.26599323749542,0.00351695364753405,-0.399021782058809,0.000226330916726702,0.23563839159396,3
"615",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6155.93429239118,1.26699995994568,0.0744409635663033,1.26579642295837,0.0035169570406278,-0.395504825018181,0.000226587018992335,0.239155348634587,3
"616",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6165.93429286615,1.26699995994568,0.0781418234109879,1.26559948921204,0.0035169550646676,-0.391987869953513,0.000226855152450226,0.242672303699255,3
"617",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6175.93429334112,1.26699995994568,0.0826694667339325,1.26579642295837,0.00351698875592815,-0.388470881197585,0.000227137858855485,0.246189292455183,3
"618",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6185.9342938161,1.26699995994568,0.0877876654267311,1.26579642295837,0.00351694708936744,-0.384953934108218,0.000227437227943495,0.249706239544551,3
"619",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6195.93429429107,1.26699995994568,0.0932995826005936,1.2663871049881,0.00351692619456185,-0.381437007913656,0.000227755361117006,0.253223165739112,3
"620",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6205.93429476605,1.26699995994568,0.0997957661747932,1.26559948921204,0.00351692728685008,-0.377920080626806,0.000228094582239399,0.256740093025963,3
"621",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6215.93429524102,1.26699995994568,0.105937607586384,1.26579642295837,0.00351694522301356,-0.374403135403792,0.00022845654629503,0.260257038248976,3
"622",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6225.934295716,1.26699995994568,0.112315684556961,1.2663871049881,0.00351688945194085,-0.370886245951851,0.000228840746211725,0.263773927700917,3
"623",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6235.93429619097,1.26699995994568,0.117237031459808,1.26678073406219,0.00351691832164923,-0.367369327630202,0.00022924502620361,0.267290846022566,3
"624",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6245.93429666595,1.26699995994568,0.120426066219807,1.26697754859924,0.00351695299347242,-0.36385237463673,0.000229663491516164,0.270807799016039,3
"625",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6255.93429714092,1.26699995994568,0.122119009494781,1.26579642295837,0.0035169152575069,-0.360335459379223,0.000230090422292179,0.274324714273546,3
"626",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6265.9342976159,1.26699995994568,0.123221397399902,1.26579642295837,0.00351695737116867,-0.356818502008054,0.000230521846157479,0.277841671644714,3
"627",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6275.93429809087,1.26699995994568,0.123063914477825,1.26658391952515,0.00351695933428076,-0.353301542673773,0.000230955114451366,0.281358630978995,3
"628",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6285.93429856584,1.26699995994568,0.122709572315216,1.26678073406219,0.00351697803503937,-0.349784564638734,0.000231387445421866,0.284875609014034,3
"629",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6295.93429904082,1.26699995994568,0.12192215770483,1.26619005203247,0.00351699739714464,-0.346267567241589,0.000231817681632589,0.288392606411179,3
"630",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6305.93429951579,1.26699995994568,0.121134743094444,1.26619005203247,0.00351701008472178,-0.342750557156867,0.000232245205753322,0.291909616495901,3
"631",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6315.93429999077,1.26699995994568,0.120347328484058,1.26559948921204,0.00351698569503095,-0.339233571461836,0.000232669793338528,0.295426602190932,3
"632",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6325.93430046574,1.26699995994568,0.119481168687344,1.26619005203247,0.00351696327375041,-0.335716608188086,0.000233091537653912,0.298943565464682,3
"633",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6335.93430094072,1.26699995994568,0.11881186068058,1.26579642295837,0.00351693844364749,-0.332199669744439,0.000233510586488538,0.30246050390833,3
"634",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6345.93430141569,1.26699995994568,0.118181928992271,1.26599323749542,0.00351700943277942,-0.328682660311659,0.00023392716548909,0.305977513341109,3
"635",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6355.93430189067,1.26699995994568,0.117276400327682,1.26599323749542,0.00351699696024259,-0.325165663351417,0.000234341266466355,0.309494510301352,3
"636",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6365.93430236564,1.26699995994568,0.116725213825703,1.26559948921204,0.00351700713230504,-0.321648656219112,0.000234753060039738,0.313011517433657,3
"637",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6375.93430284061,1.26699995994568,0.116134651005268,1.26599323749542,0.00351698701361815,-0.318131669205493,0.000235162664478422,0.316528504447275,3
"638",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6385.93430331559,1.26699995994568,0.115662202239037,1.26658391952515,0.00351695233113236,-0.314614716874361,0.000235570081534221,0.320045456778407,3
"639",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6395.93430379056,1.26699995994568,0.115032263100147,1.26599323749542,0.0035169813177983,-0.311097735556563,0.000235975554997963,0.323562438096205,3
"640",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6405.93430426554,1.26699995994568,0.114520445466042,1.26579642295837,0.00351695561899079,-0.307580779937572,0.000236379060063454,0.327079393715196,3
"641",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6415.93430474051,1.26699995994568,0.113929882645607,1.26599323749542,0.00351697081996335,-0.304063809117609,0.000236780654545452,0.33059636453516,3
"642",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6425.93430521549,1.26699995994568,0.113418065011501,1.26658391952515,0.00351698262711366,-0.300546826490495,0.000237180552142528,0.334113347162273,3
"643",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6435.93430569046,1.26699995994568,0.11294561624527,1.2663871049881,0.00351697442803118,-0.297029852062464,0.000237578755998737,0.337630321590304,3
"644",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6445.93430616544,1.26699995994568,0.112551905214787,1.26579642295837,0.00351701686289575,-0.293512835199568,0.00023797547967872,0.3411473384532,3
"645",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6455.93430664041,1.26699995994568,0.112079456448555,1.2663871049881,0.0035170176352395,-0.289995817564329,0.000238370711595839,0.34466435608844,3
"646",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6465.93430711539,1.26699995994568,0.111803859472275,1.26579642295837,0.00351697804159588,-0.286478839522733,0.000238764584914232,0.348181334130035,3
"647",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6475.93430759036,1.26699995994568,0.111410155892372,1.26619005203247,0.00351696950654189,-0.282961870016191,0.000239157184752434,0.351698303636577,3
"648",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6485.93430806533,1.26699995994568,0.111016444861889,1.26599323749542,0.00351692378984557,-0.279444946226345,0.000239548502596874,0.355215227426423,3
"649",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6495.93430854031,1.26699995994568,0.110701479017735,1.26579642295837,0.00351695747236411,-0.275927988753981,0.000239938667696061,0.358732184898787,3
"650",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6505.93430901528,1.26699995994568,0.110347136855125,1.26599323749542,0.00351698088188966,-0.272411007872091,0.000240327648516307,0.362249165780677,3
"651",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6515.93430949026,1.26699995994568,0.110150285065174,1.26658391952515,0.00351699586861663,-0.268894012003475,0.000240715413257812,0.365766161649293,3
"652",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6525.93430996523,1.26699995994568,0.109874688088894,1.26678073406219,0.00351695091293918,-0.265377061090536,0.000241102090609298,0.369283112562233,3
"653",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6535.93431044021,1.26699995994568,0.109520353376865,1.2663871049881,0.00351699411842558,-0.26186006697211,0.000241487691534841,0.372800106680658,3
"654",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6545.93431091518,1.26699995994568,0.109166018664837,1.26619005203247,0.00351691744930214,-0.258343149522808,0.00024187221740635,0.37631702412996,3
"655",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6555.93431139016,1.26699995994568,0.108929790556431,1.26599323749542,0.00351695332050323,-0.254826196202305,0.000242255725412825,0.379833977450464,3
"656",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6565.93431186513,1.26699995994568,0.108654193580151,1.26599323749542,0.0035169623979595,-0.251309233804345,0.000242638349280855,0.383350939848423,3
"657",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6575.9343123401,1.26699995994568,0.10837859660387,1.2663871049881,0.00351701128674878,-0.247792222517596,0.000243020043562445,0.386867951135172,3
"658",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6585.93431281508,1.26699995994568,0.108260490000248,1.26619005203247,0.00351701785153813,-0.244275204666058,0.000243400783870519,0.39038496898671,3
"659",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6595.93431329005,1.26699995994568,0.107906147837639,1.26579642295837,0.00351695353898737,-0.240758251127071,0.000243780671643069,0.393901922525697,3
"660",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6605.93431376503,1.26699995994568,0.107591181993484,1.26599323749542,0.00351694927387767,-0.237241301853193,0.000244159702159672,0.397418871799575,3
"661",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6615.93431424,1.26699995994568,0.107512444257736,1.26678073406219,0.00351691733982828,-0.233724384513365,0.000244537929989399,0.400935789139403,3
"662",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6625.93431471498,1.26699995994568,0.10727621614933,1.26559948921204,0.00351691919737392,-0.230207465315991,0.000244915394919996,0.404452708336777,3
"663",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6635.93431518995,1.26699995994568,0.10700061917305,1.26599323749542,0.00351698963284492,-0.226690475683146,0.000245292044498019,0.407969697969622,3
"664",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6645.93431566493,1.26699995994568,0.106843136250973,1.26599323749542,0.00351694041053454,-0.223173535272612,0.000245667853061227,0.411486638380157,3
"665",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6655.9343161399,1.26699995994568,0.106567546725273,1.26599323749542,0.00351695955455303,-0.219656575718058,0.000246043088150266,0.41500359793471,3
"666",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6665.93431661488,1.26699995994568,0.106410056352615,1.26579642295837,0.00351698120978143,-0.216139594508277,0.00024641778603654,0.418520579144491,3
"667",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6675.93431708985,1.26699995994568,0.106331318616867,1.26579642295837,0.00351698875652419,-0.212622605751753,0.000246791876655379,0.422037567901015,3
"668",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6685.93431756482,1.26699995994568,0.106252573430538,1.26619005203247,0.00351704880376657,-0.209105556947986,0.000247165337593225,0.425554616704782,3
"669",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6695.9343180398,1.26699995994568,0.105858869850636,1.26678073406219,0.00351697825961643,-0.20558857868837,0.000247538126791675,0.429071594964398,3
"670",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6705.93431851477,1.26699995994568,0.105740755796432,1.26599323749542,0.00351702911376953,-0.2020715495746,0.000247910264541061,0.432588624078168,3
"671",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6715.93431898975,1.26699995994568,0.105622641742229,1.26579642295837,0.0035170390689373,-0.198554510505663,0.00024828178691023,0.436105663147105,3
"672",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6725.93431946472,1.26699995994568,0.105386421084404,1.26559948921204,0.00351703239997228,-0.195037478105691,0.000248652710806464,0.439622695547077,3
"673",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6735.9343199397,1.26699995994568,0.105189561843872,1.26619005203247,0.00351701259937551,-0.191520465506315,0.000249022950632292,0.443139708146453,3
"674",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6745.93432041467,1.26699995994568,0.105032078921795,1.2663871049881,0.00351705612930987,-0.188003409377005,0.000249392583007168,0.446656764275763,3
"675",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6755.93432088965,1.26699995994568,0.104795858263969,1.26658391952515,0.00351701008723842,-0.184486399289767,0.000249761555205841,0.450173774363001,3
"676",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6765.93432136462,1.26699995994568,0.104598999023438,1.2663871049881,0.00351703546067079,-0.180969363829096,0.000250129954564043,0.453690809823672,3
"677",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6775.9343218396,1.26699995994568,0.104520261287689,1.26559948921204,0.00351705263124572,-0.17745231119785,0.000250497769939694,0.457207862454918,3
"678",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6785.93432231457,1.26699995994568,0.104244664311409,1.26619005203247,0.00351704726941056,-0.17393526392844,0.000250865013288732,0.460724909724328,3
"679",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6795.93432278954,1.26699995994568,0.104205295443535,1.26678073406219,0.00351705711464087,-0.170418206813799,0.000251231743447252,0.464241966838969,3
"680",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6805.93432326452,1.26699995994568,0.104047812521458,1.26619005203247,0.0035170045090384,-0.166901202304761,0.000251597985484982,0.467758971348008,3
"681",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6815.93432373949,1.26699995994568,0.103929698467255,1.26579642295837,0.00351700515998734,-0.163384197144773,0.000251963663803381,0.471275976507995,3
"682",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6825.93432421447,1.26699995994568,0.10389032959938,1.2663871049881,0.00351701096442011,-0.159867186180353,0.000252328800426747,0.474792987472415,3
"683",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6835.93432468944,1.26699995994568,0.1036147326231,1.26579642295837,0.0035170676160521,-0.156350118564301,0.000252693474824719,0.478310055088467,3
"684",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6845.93432516442,1.26699995994568,0.103496618568897,1.26697754859924,0.00351704825421174,-0.152833070310089,0.000253057610286906,0.481827103342679,3
"685",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6855.93432563939,1.26699995994568,0.103378504514694,1.26619005203247,0.00351707756876946,-0.14931599274132,0.000253421250680686,0.485344180911448,3
"686",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6865.93432611437,1.26699995994568,0.103102914988995,1.26619005203247,0.00351707494835059,-0.145798917792969,0.000253784355643931,0.488861255859799,3
"687",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6875.93432658934,1.26699995994568,0.103102914988995,1.26619005203247,0.00351710425535838,-0.142281813537611,0.000254146922736219,0.492378360115157,3
"688",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6885.93432706431,1.26699995994568,0.102945432066917,1.26619005203247,0.00351702123880386,-0.138764792298807,0.000254509076861566,0.495895381353961,3
"689",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6895.93432753929,1.26699995994568,0.10278794914484,1.2663871049881,0.0035170470559597,-0.135247745242847,0.000254870662237945,0.499412428409921,3
"690",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6905.93432801426,1.26699995994568,0.102630458772182,1.26559948921204,0.00351704016142421,-0.131730705081423,0.000255231800785504,0.502929468571345,3
"691",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6915.93432848924,1.26699995994568,0.102433606982231,1.26658391952515,0.00351699838221073,-0.128213706699212,0.000255592527727809,0.506446466953556,3
"692",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6925.93432896421,1.26699995994568,0.102433606982231,1.26619005203247,0.00351704049203131,-0.124696666207181,0.000255952894760239,0.509963507445587,3
"693",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6935.93432943919,1.26699995994568,0.102315492928028,1.26599323749542,0.00351705405818091,-0.121179612149,0.000256312910615016,0.513480561503768,3
"694",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6945.93432991416,1.26699995994568,0.102039903402328,1.26599323749542,0.00351705733689997,-0.1176625548121,0.000256672522005514,0.516997618840668,3
"695",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6955.93433038914,1.26699995994568,0.102118641138077,1.26599323749542,0.00351709299650457,-0.114145461815596,0.000257031652254968,0.520514711837173,3
"696",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6965.93433086411,1.26699995994568,0.101921789348125,1.26599323749542,0.00351715752237373,-0.110628304293222,0.000257390386245533,0.524031869359546,3
"697",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6975.93433133909,1.26699995994568,0.101843044161797,1.26500904560089,0.00351713466048241,-0.107111169632739,0.00025774864867482,0.527549004020029,3
"698",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6985.93433181406,1.26699995994568,0.101567447185516,1.26678073406219,0.00351712799151738,-0.103594041641222,0.000258106474820277,0.531066132011546,3
"699",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,6995.93433228903,1.26699995994568,0.101646192371845,1.26559948921204,0.00351707538194127,-0.100076966259281,0.000258463916259616,0.534583207393487,3
"700",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,7005.93433276401,1.26699995994568,0.101449340581894,1.26658391952515,0.00351713159475062,-0.0965598346645302,0.000258820924814427,0.538100338988238,3
"701",1,TRUE,FALSE,TRUE,FALSE,TRUE,2,115,7015.93433323898,1.26699995994568,0.101252481341362,1.26599323749542,0.00351713335169686,-0.0930427013128334,0.000259177522146943,0.541617472339935,3
