"","mode","ox.red","error","control.changes","Ns.changes","counter.inc.","Ns","I.Range","time.s","control.mA","Ewe.V","X.I..mA","dq.mA.h","X.Q.Qo..mA.h","Energy.W.h","Q.charge.discharge.mA.h","half.cycle"
"53",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,566.032026885077,-1.26699995994568,-0.147452905774117,-1.26809084415436,-0.0035215384264787,-0.172553403795958,2.69531066767789e-05,-0.172553403795958,0
"54",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,576.032027360052,-1.26699995994568,-0.146862342953682,-1.26789402961731,-0.00352160273273786,-0.176075006528695,2.74713299237688e-05,-0.176075006528695,0
"55",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,586.032027835026,-1.26699995994568,-0.146271780133247,-1.26789402961731,-0.0035215857802497,-0.179596592308945,2.79875553948184e-05,-0.179596592308945,0
"56",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,596.032028310001,-1.26699995994568,-0.145878076553345,-1.26769709587097,-0.00352153722405434,-0.183118129532999,2.85020506875962e-05,-0.183118129532999,0
"57",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,606.032028784975,-1.26699995994568,-0.145405620336533,-1.26769709587097,-0.00352155417435699,-0.186639683707356,2.9014695507437e-05,-0.186639683707356,0
"58",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,616.03202925995,-1.26699995994568,-0.144775688648224,-1.26809084415436,-0.00352153995778826,-0.190161223665145,2.95254396949543e-05,-0.190161223665145,0
"59",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,626.032029734924,-1.26699995994568,-0.144263878464699,-1.26848447322845,-0.00352150988492701,-0.193682733550072,3.00343459145808e-05,-0.193682733550072,0
"60",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,636.032030209899,-1.26699995994568,-0.143791422247887,-1.26769709587097,-0.0035215365685357,-0.197204270118607,3.05415005926043e-05,-0.197204270118607,0
"61",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,646.032030684873,-1.26699995994568,-0.143240228295326,-1.26769709587097,-0.00352144787861241,-0.20072571799722,3.10468598695017e-05,-0.20072571799722,0
"62",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,656.032031159848,-1.26699995994568,-0.142964631319046,-1.26789402961731,-0.00352145794212818,-0.204247175939348,3.15506327473621e-05,-0.204247175939348,0
"63",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,666.032031634822,-1.26699995994568,-0.142492190003395,-1.26789402961731,-0.00352142688208156,-0.20776860282143,3.20530677531494e-05,-0.20776860282143,0
"64",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,676.032032109797,-1.26699995994568,-0.141980364918709,-1.26769709587097,-0.00352143038200008,-0.21129003320343,3.25539537979414e-05,-0.21129003320343,0
"65",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,686.032032584772,-1.26699995994568,-0.141507908701897,-1.26769709587097,-0.00352142502281401,-0.214811458226244,3.30531884766618e-05,-0.214811458226244,0
"66",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,696.032033059746,-1.26699995994568,-0.140996098518372,-1.26750028133392,-0.00352148560643196,-0.218332943832676,3.35509560185091e-05,-0.218332943832676,0
"67",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,706.032033534721,-1.26699995994568,-0.140759870409966,-1.26769709587097,-0.00352149763709969,-0.221854441469775,3.40471645736943e-05,-0.221854441469775,0
"68",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,716.032034009695,-1.26699995994568,-0.140405535697937,-1.26730346679688,-0.00352148878004816,-0.225375930249823,3.45422146738652e-05,-0.225375930249823,0
"69",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,726.03203448467,-1.26699995994568,-0.139972448348999,-1.26710665225983,-0.00352151174571779,-0.228897441995541,3.50358223512106e-05,-0.228897441995541,0
"70",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,736.032034959644,-1.26699995994568,-0.139578744769096,-1.26710665225983,-0.00352149358934826,-0.23241893558489,3.55281587777038e-05,-0.232418935584889,0
"71",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,746.032035434619,-1.26699995994568,-0.139185041189194,-1.26750028133392,-0.00352148702892992,-0.235940422613819,3.60189259218176e-05,-0.235940422613819,0
"72",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,756.032035909593,-1.26699995994568,-0.138633847236633,-1.26730346679688,-0.0035214950139655,-0.239461917627785,3.65082260444015e-05,-0.239461917627785,0
"73",1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,766.032036384568,-1.26699995994568,-0.138358250260353,-1.26769709587097,-0.00352148210624854,-0.242983399734033,3.69959942554351e-05,-0.242983399734033,0
