cycle number	ox/red	control changes	Ns changes	time/s	step time/s	Ecell/V	<I>/mA	Capacity/mA.h	Q discharge/mA.h	Q charge/mA.h	dq/mA.h	
5.000000000000000E+000	0	1	0	5.227995848316466E+004	1.323160062846728E+003	1.4005018E+000	-5.759569690907185E-001	2.116867065227586E-001	2.116867065227586E-001	0.000000000000000E+000	-5.408556172748407E-003
5.000000000000000E+000	0	1	0	5.230818648450542E+004	1.351388064187486E+003	1.3904936E+000	-5.759671956821989E-001	2.162029295149669E-001	2.162029295149669E-001	0.000000000000000E+000	-4.516222992208269E-003
5.000000000000000E+000	0	1	0	5.233153848561458E+004	1.374740065296646E+003	1.3804460E+000	-5.759537155227707E-001	2.199389494604427E-001	2.199389494604427E-001	0.000000000000000E+000	-3.736019945475790E-003
5.000000000000000E+000	0	1	0	5.234991648648749E+004	1.393118066169554E+003	1.3704377E+000	-5.759609669160554E-001	2.228792303362050E-001	2.228792303362050E-001	0.000000000000000E+000	-2.940280875762304E-003
5.000000000000000E+000	0	1	0	5.236488848719862E+004	1.408090066880686E+003	1.3604295E+000	-5.759562363366844E-001	2.252745684417643E-001	2.252745684417643E-001	0.000000000000000E+000	-2.395338105559349E-003
5.000000000000000E+000	0	1	0	5.237743248779443E+004	1.420634067476494E+003	1.3504212E+000	-5.759501849263240E-001	2.272814349592286E-001	2.272814349592286E-001	0.000000000000000E+000	-2.006866517464320E-003
5.000000000000000E+000	0	1	0	5.238802048829733E+004	1.431222067979397E+003	1.3404130E+000	-5.759428520482656E-001	2.289753469612093E-001	2.289753469612093E-001	0.000000000000000E+000	-1.693912001980676E-003
5.000000000000000E+000	0	1	0	5.239689048871864E+004	1.440092068400700E+003	1.3303653E+000	-5.759430683255358E-001	2.303944067552909E-001	2.303944067552909E-001	0.000000000000000E+000	-1.419059794081582E-003
5.000000000000000E+000	0	1	0	5.240427648906945E+004	1.447478068751516E+003	1.3203571E+000	-5.759528845339078E-001	2.315760701461856E-001	2.315760701461856E-001	0.000000000000000E+000	-1.181663390894731E-003
5.000000000000000E+000	0	1	0	5.241032648935681E+004	1.453528069038875E+003	1.3103489E+000	-5.759582127347609E-001	2.325439999663391E-001	2.325439999663391E-001	0.000000000000000E+000	-9.679298201534483E-004
5.000000000000000E+000	0	1	0	5.241540648959810E+004	1.458608069280162E+003	1.3003012E+000	-5.759533703382180E-001	2.333567342053080E-001	2.333567342053080E-001	0.000000000000000E+000	-8.127342389689552E-004
5.000000000000000E+000	0	1	0	5.241965648979996E+004	1.462858069482027E+003	1.2902535E+000	-5.759581450769726E-001	2.340366848255420E-001	2.340366848255420E-001	0.000000000000000E+000	-6.799506202340126E-004
5.000000000000000E+000	0	1	0	5.242321048996877E+004	1.466412069650833E+003	1.2802453E+000	-5.759385210864001E-001	2.346052641591984E-001	2.346052641591984E-001	0.000000000000000E+000	-5.685793336563640E-004
5.000000000000000E+000	0	1	0	5.242620249011088E+004	1.469404069792945E+003	1.2702371E+000	-5.759649125880190E-001	2.350839550203971E-001	2.350839550203971E-001	0.000000000000000E+000	-4.786908611986372E-004
5.000000000000000E+000	0	1	0	5.242864649022697E+004	1.471848069909029E+003	1.2602289E+000	-5.759535048064193E-001	2.354749634738987E-001	2.354749634738987E-001	0.000000000000000E+000	-3.910084535015954E-004
5.000000000000000E+000	0	1	0	5.243068049032358E+004	1.473882070005639E+003	1.2502205E+000	-5.759733118384185E-001	2.358003884105442E-001	2.358003884105442E-001	0.000000000000000E+000	-3.254249366455608E-004
5.000000000000000E+000	0	1	0	5.243236649040366E+004	1.475568070085719E+003	1.2402123E+000	-5.759410344905708E-001	2.360701208078422E-001	2.360701208078422E-001	0.000000000000000E+000	-2.697323972980181E-004
5.000000000000000E+000	0	1	0	5.243386049047462E+004	1.477062070156680E+003	1.2302041E+000	-5.759591406090131E-001	2.363091438625479E-001	2.363091438625479E-001	0.000000000000000E+000	-2.390230547057258E-004
5.000000000000000E+000	0	1	0	5.243526649054140E+004	1.478468070223462E+003	1.2201959E+000	-5.759473396697815E-001	2.365340833064475E-001	2.365340833064475E-001	0.000000000000000E+000	-2.249394438995255E-004
5.000000000000000E+000	0	1	0	5.243664449060685E+004	1.479846070288913E+003	1.2101877E+000	-5.759651813839376E-001	2.367545499891266E-001	2.367545499891266E-001	0.000000000000000E+000	-2.204666826791234E-004
5.000000000000000E+000	0	1	0	5.243804449067335E+004	1.481246070355410E+003	1.2001793E+000	-5.759591856788538E-001	2.369785341275293E-001	2.369785341275293E-001	0.000000000000000E+000	-2.239841384026739E-004
5.000000000000000E+000	0	1	0	5.243950249074260E+004	1.482704070424661E+003	1.1901711E+000	-5.759949732703208E-001	2.372118121027838E-001	2.372118121027838E-001	0.000000000000000E+000	-2.332779752545886E-004
5.000000000000000E+000	0	1	0	5.244105849081650E+004	1.484260070498567E+003	1.1801234E+000	-5.759754142535408E-001	2.374607614881023E-001	2.374607614881023E-001	0.000000000000000E+000	-2.489493853184912E-004
5.000000000000000E+000	0	1	0	5.244268849089392E+004	1.485890070575988E+003	1.1700759E+000	-5.759702604924473E-001	2.377215480351009E-001	2.377215480351009E-001	0.000000000000000E+000	-2.607865469985538E-004
5.000000000000000E+000	0	1	0	5.244441849097610E+004	1.487620070658159E+003	1.1600282E+000	-5.759487960380140E-001	2.379983234418986E-001	2.379983234418986E-001	0.000000000000000E+000	-2.767754067977270E-004
5.000000000000000E+000	0	1	0	5.244628249106463E+004	1.489484070746694E+003	1.1500199E+000	-5.759474429354541E-001	2.382965362431828E-001	2.382965362431828E-001	0.000000000000000E+000	-2.982128012842602E-004
5.000000000000000E+000	0	1	0	5.244826849115896E+004	1.491470070841024E+003	1.1399723E+000	-5.759770496993123E-001	2.386142835973591E-001	2.386142835973591E-001	0.000000000000000E+000	-3.177473541763094E-004
5.000000000000000E+000	0	1	0	5.245046049126307E+004	1.493662070945138E+003	1.1299640E+000	-5.759757088242882E-001	2.389649888233898E-001	2.389649888233898E-001	0.000000000000000E+000	-3.507052260306146E-004
5.000000000000000E+000	0	1	0	5.245283049137564E+004	1.496032071057707E+003	1.1199558E+000	-5.759588591219428E-001	2.393441617569881E-001	2.393441617569881E-001	0.000000000000000E+000	-3.791729335983594E-004
5.000000000000000E+000	0	1	0	5.245540449149790E+004	1.498606071179966E+003	1.1099476E+000	-5.759659213296345E-001	2.397559774102990E-001	2.397559774102990E-001	0.000000000000000E+000	-4.118156533108817E-004
5.000000000000000E+000	0	1	0	5.245819849163061E+004	1.501400071312673E+003	1.0999393E+000	-5.759637352313228E-001	2.402029892860410E-001	2.402029892860410E-001	0.000000000000000E+000	-4.470118757420116E-004
5.000000000000000E+000	0	1	0	5.246116849177168E+004	1.504370071453741E+003	1.0899311E+000	-5.759717180037927E-001	2.406781659759638E-001	2.406781659759638E-001	0.000000000000000E+000	-4.751766899228096E-004
5.000000000000000E+000	0	1	0	5.246434649192262E+004	1.507548071604688E+003	1.0798835E+000	-5.759716142973764E-001	2.411866209418466E-001	2.411866209418466E-001	0.000000000000000E+000	-5.084549658828312E-004
5.000000000000000E+000	0	1	0	5.246762249207823E+004	1.510824071760289E+003	1.0698752E+000	-5.759727662370009E-001	2.417107561840174E-001	2.417107561840174E-001	0.000000000000000E+000	-5.241352421707577E-004
5.000000000000000E+000	0	1	0	5.247095249223639E+004	1.514154071918456E+003	1.0598669E+000	-5.759726177035628E-001	2.422435308806986E-001	2.422435308806986E-001	0.000000000000000E+000	-5.327746966812346E-004
5.000000000000000E+000	0	1	0	5.247438049239921E+004	1.517582072081277E+003	1.0498587E+000	-5.759713905456142E-001	2.427919836641905E-001	2.427919836641905E-001	0.000000000000000E+000	-5.484527834918764E-004
5.000000000000000E+000	0	1	0	5.247781049256213E+004	1.521012072244193E+003	1.0398505E+000	-5.759863066893525E-001	2.433407706435744E-001	2.433407706435744E-001	0.000000000000000E+000	-5.487869793838925E-004
5.000000000000000E+000	0	1	0	5.248126649272628E+004	1.524468072408345E+003	1.0298423E+000	-5.759964595946474E-001	2.438937272710493E-001	2.438937272710493E-001	0.000000000000000E+000	-5.529566274748908E-004
5.000000000000000E+000	0	1	0	5.248475649289205E+004	1.527958072574111E+003	1.0198339E+000	-5.759935558373047E-001	2.444521210503139E-001	2.444521210503139E-001	0.000000000000000E+000	-5.583937792645560E-004
5.000000000000000E+000	0	1	0	5.248821449305629E+004	1.531416072738357E+003	1.0097864E+000	-5.759744377486558E-001	2.450053765226296E-001	2.450053765226296E-001	0.000000000000000E+000	-5.532554723156823E-004
5.000000000000000E+000	0	1	0	5.249167249322054E+004	1.534874072902603E+003	9.9989629E-001	-5.759807045096943E-001	2.455586380145177E-001	2.455586380145177E-001	0.000000000000000E+000	-5.532614918880993E-004
5.000000000000000E+000	0	1	0	5.249167449322063E+004	1.534876072902698E+003	1.0000144E+000	-5.763357603986526E-001	2.455589582010665E-001	2.455589582010665E-001	0.000000000000000E+000	-3.201865487628513E-007
6.000000000000000E+000	1	0	1	5.249167649322073E+004	0.000000000000000E+000	1.0555720E+000	5.585894319340018E-001	3.103274769253201E-007	0.000000000000000E+000	3.103274769253201E-007	3.103274769253201E-007
6.000000000000000E+000	1	0	0	5.249167849322082E+004	2.000000094994903E-003	1.0762584E+000	5.741525615735160E-001	6.293011373943752E-007	0.000000000000000E+000	6.293011373943752E-007	3.189736604690552E-007
6.000000000000000E+000	1	0	0	5.249168449322111E+004	8.000000379979610E-003	1.0893006E+000	5.759255811210057E-001	1.589177151521047E-006	0.000000000000000E+000	1.589177151521047E-006	9.598760141266716E-007
6.000000000000000E+000	1	0	0	5.249169449322158E+004	1.800000085495412E-002	1.1001757E+000	5.769893849022141E-001	3.191925519042545E-006	0.000000000000000E+000	3.191925519042545E-006	1.602748367521498E-006
6.000000000000000E+000	1	0	0	5.249171049322234E+004	3.400000161491334E-002	1.1112872E+000	5.773538225842221E-001	5.757942630185021E-006	0.000000000000000E+000	5.757942630185021E-006	2.566017111142476E-006
6.000000000000000E+000	1	0	0	5.249173249322339E+004	5.600000265985727E-002	1.1216501E+000	5.773045742488157E-001	9.285915195941926E-006	0.000000000000000E+000	9.285915195941926E-006	3.527972565756904E-006
6.000000000000000E+000	1	0	0	5.249176249322481E+004	8.600000408478081E-002	1.1320130E+000	5.774096373643495E-001	1.409766240252389E-005	0.000000000000000E+000	1.409766240252389E-005	4.811747206581964E-006
6.000000000000000E+000	1	0	0	5.249180249322671E+004	1.260000059846789E-001	1.1422970E+000	5.776000672414867E-001	2.051544123225742E-005	0.000000000000000E+000	2.051544123225742E-005	6.417778829733530E-006
6.000000000000000E+000	1	0	0	5.249185449322918E+004	1.780000084545463E-001	1.1523052E+000	5.774409588395291E-001	2.885625547832913E-005	0.000000000000000E+000	2.885625547832913E-005	8.340814246071709E-006
6.000000000000000E+000	1	0	0	5.249192449323251E+004	2.480000117793679E-001	1.1623529E+000	5.775072010806003E-001	4.008556269937091E-005	0.000000000000000E+000	4.008556269937091E-005	1.122930722104179E-005
6.000000000000000E+000	1	0	0	5.249201249323669E+004	3.360000159591436E-001	1.1724006E+000	5.777030502453268E-001	5.420719348722034E-005	0.000000000000000E+000	5.420719348722034E-005	1.412163078784943E-005
6.000000000000000E+000	1	0	0	5.249212649324210E+004	4.500000213738531E-001	1.1824483E+000	5.776156247327363E-001	7.249835580587387E-005	0.000000000000000E+000	7.249835580587387E-005	1.829116231865353E-005
6.000000000000000E+000	1	0	0	5.249227049324894E+004	5.940000282134861E-001	1.1924958E+000	5.776000733675194E-001	9.560235983795590E-005	0.000000000000000E+000	9.560235983795590E-005	2.310400403208203E-005
6.000000000000000E+000	1	0	0	5.249244849325740E+004	7.720000366680324E-001	1.2026618E+000	5.775989669330993E-001	1.241614212261306E-004	0.000000000000000E+000	1.241614212261306E-004	2.855906138817469E-005
6.000000000000000E+000	1	0	0	5.249265849326737E+004	9.820000466424972E-001	1.2127094E+000	5.776460395922393E-001	1.578574418028196E-004	0.000000000000000E+000	1.578574418028196E-004	3.369602057668898E-005
6.000000000000000E+000	1	0	0	5.249290049327887E+004	1.224000058136880E+000	1.2227570E+000	5.776415897315764E-001	1.966877949568960E-004	0.000000000000000E+000	1.966877949568960E-004	3.883035315407647E-005
6.000000000000000E+000	1	0	0	5.249316249329131E+004	1.486000070581213E+000	1.2328835E+000	5.776790242594279E-001	2.387299926082293E-004	0.000000000000000E+000	2.387299926082293E-004	4.204219765133328E-005
6.000000000000000E+000	1	0	0	5.249344849330490E+004	1.772000084165484E+000	1.2428917E+000	5.777013285881691E-001	2.846251558926370E-004	0.000000000000000E+000	2.846251558926370E-004	4.589516328440772E-005
6.000000000000000E+000	1	0	0	5.249374649331905E+004	2.070000098319724E+000	1.2530181E+000	5.776496543232744E-001	3.324417128827837E-004	0.000000000000000E+000	3.324417128827837E-004	4.781655699014664E-005
6.000000000000000E+000	1	0	0	5.249405849333387E+004	2.382000113138929E+000	1.2630265E+000	5.776644781572255E-001	3.825059700343344E-004	0.000000000000000E+000	3.825059700343344E-004	5.006425715155072E-005
6.000000000000000E+000	1	0	0	5.249438249334926E+004	2.706000128528103E+000	1.2731135E+000	5.776596608087413E-001	4.344953419764837E-004	0.000000000000000E+000	4.344953419764837E-004	5.198937194214927E-005
6.000000000000000E+000	1	0	0	5.249470849336474E+004	3.032000144012272E+000	1.2831612E+000	5.777227472524816E-001	4.868113487958908E-004	0.000000000000000E+000	4.868113487958908E-004	5.231600681940715E-005
6.000000000000000E+000	1	0	0	5.249504049338051E+004	3.364000159781426E+000	1.2932482E+000	5.777294271599920E-001	5.400908429423968E-004	0.000000000000000E+000	5.400908429423968E-004	5.327949414650599E-005
6.000000000000000E+000	1	0	0	5.249537649339647E+004	3.700000175740570E+000	1.3033352E+000	5.776399429598211E-001	5.940039068460465E-004	0.000000000000000E+000	5.940039068460465E-004	5.391306390364965E-005
6.000000000000000E+000	1	0	0	5.249571249341243E+004	4.036000191699713E+000	1.3133434E+000	5.776188361755717E-001	6.479150007830726E-004	0.000000000000000E+000	6.479150007830726E-004	5.391109393702613E-005
6.000000000000000E+000	1	0	0	5.249605249342858E+004	4.376000207848847E+000	1.3233517E+000	5.776881430925024E-001	7.024744391110209E-004	0.000000000000000E+000	7.024744391110209E-004	5.455943832794826E-005
6.000000000000000E+000	1	0	0	5.249639449344482E+004	4.718000224092975E+000	1.3334388E+000	5.777077902403097E-001	7.573566817906168E-004	0.000000000000000E+000	7.573566817906168E-004	5.488224267959595E-005
6.000000000000000E+000	1	0	0	5.249673649346107E+004	5.060000240337104E+000	1.3435258E+000	5.776985727832830E-001	8.122380488117536E-004	0.000000000000000E+000	8.122380488117536E-004	5.488136702113682E-005
6.000000000000000E+000	1	0	0	5.249708049347741E+004	5.404000256676227E+000	1.3535734E+000	5.776905562365776E-001	8.674395934740702E-004	0.000000000000000E+000	8.674395934740702E-004	5.520154466231664E-005
6.000000000000000E+000	1	0	0	5.249742049349356E+004	5.744000272825360E+000	1.3635817E+000	5.777171144546427E-001	9.220017679863506E-004	0.000000000000000E+000	9.220017679863506E-004	5.456217451228036E-005
6.000000000000000E+000	1	0	0	5.249776649350999E+004	6.090000289259478E+000	1.3735900E+000	5.776894645057288E-001	9.775241469343503E-004	0.000000000000000E+000	9.775241469343503E-004	5.552237894799974E-005
6.000000000000000E+000	1	0	0	5.249811249352642E+004	6.436000305693597E+000	1.3836770E+000	5.777133783704265E-001	1.033048824270566E-003	0.000000000000000E+000	1.033048824270566E-003	5.552467733621597E-005
6.000000000000000E+000	1	0	0	5.249846049354295E+004	6.784000322222710E+000	1.3937640E+000	5.776827218548595E-001	1.088891490035587E-003	0.000000000000000E+000	1.088891490035587E-003	5.584266576502059E-005
6.000000000000000E+000	1	0	0	5.249880849355948E+004	7.132000338751823E+000	1.4037722E+000	5.777212168620040E-001	1.144737876984808E-003	0.000000000000000E+000	1.144737876984808E-003	5.584638694922130E-005
6.000000000000000E+000	1	0	0	5.249915649357601E+004	7.480000355280936E+000	1.4137806E+000	5.777789604003868E-001	1.200589845809672E-003	0.000000000000000E+000	1.200589845809672E-003	5.585196882486343E-005
6.000000000000000E+000	1	0	0	5.249951049359282E+004	7.834000372095034E+000	1.4237888E+000	5.777007982950115E-001	1.257397093673547E-003	0.000000000000000E+000	1.257397093673547E-003	5.680724786387550E-005
6.000000000000000E+000	1	0	0	5.249986049360945E+004	8.184000388719141E+000	1.4337970E+000	5.776884417668552E-001	1.313561250401868E-003	0.000000000000000E+000	1.313561250401868E-003	5.616415672832065E-005
6.000000000000000E+000	1	0	0	5.250021849362645E+004	8.542000405723229E+000	1.4438840E+000	5.777139798870689E-001	1.371011698908276E-003	0.000000000000000E+000	1.371011698908276E-003	5.745044850640827E-005
6.000000000000000E+000	1	0	0	5.250057849364355E+004	8.902000422822312E+000	1.4540105E+000	5.776755922832943E-001	1.428779260880418E-003	0.000000000000000E+000	1.428779260880418E-003	5.776756197214126E-005
6.000000000000000E+000	1	0	0	5.250094249366084E+004	9.266000440111384E+000	1.4640976E+000	5.777505296298824E-001	1.487196261650986E-003	0.000000000000000E+000	1.487196261650986E-003	5.841700077056885E-005
6.000000000000000E+000	1	0	0	5.250130849367823E+004	9.632000457495451E+000	1.4741058E+000	5.777050334099075E-001	1.545929609504011E-003	0.000000000000000E+000	1.545929609504011E-003	5.873334785302480E-005
6.000000000000000E+000	1	0	0	5.250167449369561E+004	9.998000474879518E+000	1.4841928E+000	5.776910390216793E-001	1.604661534594165E-003	0.000000000000000E+000	1.604661534594165E-003	5.873192509015401E-005
6.000000000000000E+000	1	0	0	5.250205249371356E+004	1.037600049283355E+001	1.4942799E+000	5.777413094443438E-001	1.665324374967151E-003	0.000000000000000E+000	1.665324374967151E-003	6.066284037298626E-005
6.000000000000000E+000	1	0	0	5.250243249373161E+004	1.075600051088259E+001	1.5043275E+000	5.777037575157192E-001	1.726304218934642E-003	0.000000000000000E+000	1.726304218934642E-003	6.097984396749073E-005
6.000000000000000E+000	1	0	0	5.250282249375014E+004	1.114600052940659E+001	1.5143752E+000	5.777420166896878E-001	1.788892940382163E-003	0.000000000000000E+000	1.788892940382163E-003	6.258872144752079E-005
6.000000000000000E+000	1	0	0	5.250321849376895E+004	1.154200054821558E+001	1.5243834E+000	5.777015577210098E-001	1.852440114749803E-003	0.000000000000000E+000	1.852440114749803E-003	6.354717436763976E-005
6.000000000000000E+000	1	0	0	5.250362849378842E+004	1.195200056768954E+001	1.5344311E+000	5.777158689570708E-001	1.918235536283917E-003	0.000000000000000E+000	1.918235536283917E-003	6.579542153411442E-005
6.000000000000000E+000	1	0	0	5.250405849380884E+004	1.238200058811344E+001	1.5445181E+000	5.776866607959957E-001	1.987237001823055E-003	0.000000000000000E+000	1.987237001823055E-003	6.900146553913753E-005
6.000000000000000E+000	1	0	0	5.250451449383050E+004	1.283800060977228E+001	1.5545264E+000	5.776985740032610E-001	2.060412158005768E-003	0.000000000000000E+000	2.060412158005768E-003	7.317515618271298E-005
6.000000000000000E+000	1	0	0	5.250499449385330E+004	1.331800063257106E+001	1.5646135E+000	5.777346895407242E-001	2.137443453603321E-003	0.000000000000000E+000	2.137443453603321E-003	7.703129559755326E-005
6.000000000000000E+000	1	0	0	5.250552649387857E+004	1.385000065783970E+001	1.5747005E+000	5.777407903727300E-001	2.222820707791382E-003	0.000000000000000E+000	2.222820707791382E-003	8.537725418806076E-005
6.000000000000000E+000	1	0	0	5.250612049390678E+004	1.444400068605319E+001	1.5847481E+000	5.777496471274396E-001	2.318149404095279E-003	0.000000000000000E+000	2.318149404095279E-003	9.532869630389743E-005
6.000000000000000E+000	1	0	0	5.250681849393994E+004	1.514200071920641E+001	1.5947958E+000	5.777284923679661E-001	2.430164544880391E-003	0.000000000000000E+000	2.430164544880391E-003	1.120151407851113E-004
6.000000000000000E+000	1	0	0	5.250768849398126E+004	1.601200076052919E+001	1.6048040E+000	5.777203108714463E-001	2.569780293305715E-003	0.000000000000000E+000	2.569780293305715E-003	1.396157484253248E-004
6.000000000000000E+000	1	0	0	5.250889849403873E+004	1.722200081800111E+001	1.6148123E+000	5.777454630859130E-001	2.763966972066297E-003	0.000000000000000E+000	2.763966972066297E-003	1.941866787605815E-004
6.000000000000000E+000	1	0	0	5.251070049412432E+004	1.902400090359151E+001	1.6248205E+000	5.777436144336818E-001	3.053159761693743E-003	0.000000000000000E+000	3.053159761693743E-003	2.891927896274461E-004
6.000000000000000E+000	1	0	0	5.251407449428458E+004	2.239800106384791E+001	1.6348288E+000	5.777340736745246E-001	3.594624999794696E-003	0.000000000000000E+000	3.594624999794696E-003	5.414652381009526E-004
6.000000000000000E+000	1	0	0	5.263407449998427E+004	1.423980067635421E+002	1.6422365E+000	5.777408043888884E-001	2.285265272746484E-002	0.000000000000000E+000	2.285265272746484E-002	1.925802772767014E-002
6.000000000000000E+000	1	0	0	5.275407450568397E+004	2.623980124632362E+002	1.6443641E+000	5.777163464565448E-001	4.210986519068480E-002	0.000000000000000E+000	4.210986519068480E-002	1.925721246321996E-002
6.000000000000000E+000	1	0	0	5.287407451138366E+004	3.823980181629304E+002	1.6465313E+000	5.777256219382024E-001	6.136738683664136E-002	0.000000000000000E+000	6.136738683664136E-002	1.925752164595657E-002
6.000000000000000E+000	1	0	0	5.299407451708335E+004	5.023980238626245E+002	1.6489743E+000	5.777256088788254E-001	8.062490804728534E-002	0.000000000000000E+000	8.062490804728534E-002	1.925752121064398E-002
6.000000000000000E+000	1	0	0	5.311407452278305E+004	6.223980295623187E+002	1.6518900E+000	5.777232938822160E-001	9.988235209137200E-002	0.000000000000000E+000	9.988235209137200E-002	1.925744404408667E-002
6.000000000000000E+000	1	0	0	5.323407452848274E+004	7.423980352620129E+002	1.6563032E+000	5.777176762400802E-001	1.191396088807119E-001	0.000000000000000E+000	1.191396088807119E-001	1.925725678933991E-002
6.000000000000000E+000	1	0	0	5.335407453418244E+004	8.623980409617070E+002	1.6627258E+000	5.777078983975859E-001	1.383965397419532E-001	0.000000000000000E+000	1.383965397419532E-001	1.925693086124129E-002
6.000000000000000E+000	1	0	0	5.347407453988213E+004	9.823980466614012E+002	1.6721430E+000	5.777206804709931E-001	1.576538966723283E-001	0.000000000000000E+000	1.576538966723283E-001	1.925735693037510E-002
6.000000000000000E+000	1	0	0	5.355690254381625E+004	1.065226050595520E+003	1.6821512E+000	5.777327377982447E-001	1.709462437498901E-001	0.000000000000000E+000	1.709462437498901E-001	1.329234707756175E-002
6.000000000000000E+000	1	0	0	5.362289454695070E+004	1.131218053729972E+003	1.6921594E+000	5.777414118211937E-001	1.815368862665031E-001	0.000000000000000E+000	1.815368862665031E-001	1.059064251661301E-002
6.000000000000000E+000	1	0	0	5.367770454955404E+004	1.186028056333307E+003	1.7021677E+000	5.777523656127971E-001	1.903331664507588E-001	0.000000000000000E+000	1.903331664507588E-001	8.796280184255706E-003
6.000000000000000E+000	1	0	0	5.372249255168135E+004	1.230816058460623E+003	1.7122548E+000	5.777346152913037E-001	1.975208273337285E-001	0.000000000000000E+000	1.975208273337285E-001	7.187660882969698E-003
6.000000000000000E+000	1	0	0	5.376009455346735E+004	1.268418060246622E+003	1.7222630E+000	5.777269383498779E-001	2.035551854914096E-001	0.000000000000000E+000	2.035551854914096E-001	6.034358157681094E-003
6.000000000000000E+000	1	0	0	5.379295455502812E+004	1.301278061807388E+003	1.7322712E+000	5.777567629458236E-001	2.088288210836716E-001	0.000000000000000E+000	2.088288210836716E-001	5.273635592261950E-003
6.000000000000000E+000	1	0	0	5.382104255636223E+004	1.329366063141497E+003	1.7422795E+000	5.777464076968288E-001	2.133365271587174E-001	0.000000000000000E+000	2.133365271587174E-001	4.507706075045798E-003
6.000000000000000E+000	1	0	0	5.384505455750274E+004	1.353378064282006E+003	1.7522877E+000	5.777480290564884E-001	2.171901066955594E-001	0.000000000000000E+000	2.171901066955594E-001	3.853579536841975E-003
6.000000000000000E+000	1	0	0	5.386675455853343E+004	1.375078065312700E+003	1.7622960E+000	5.777536435263928E-001	2.206726774344511E-001	0.000000000000000E+000	2.206726774344511E-001	3.482570738891761E-003
6.000000000000000E+000	1	0	0	5.388534655941650E+004	1.393670066195773E+003	1.7723042E+000	5.777198714445899E-001	2.236562797566918E-001	0.000000000000000E+000	2.236562797566918E-001	2.983602322240670E-003
6.000000000000000E+000	1	0	0	5.390112656016601E+004	1.409450066945283E+003	1.7823125E+000	5.777225184173180E-001	2.261886302493679E-001	0.000000000000000E+000	2.261886302493679E-001	2.532350492676099E-003
6.000000000000000E+000	1	0	0	5.391445856079925E+004	1.422782067578519E+003	1.7923207E+000	5.777009378214075E-001	2.283280494907168E-001	0.000000000000000E+000	2.283280494907168E-001	2.139419241348902E-003
6.000000000000000E+000	1	0	0	5.392604656134965E+004	1.434370068128919E+003	1.8024077E+000	5.777006476500500E-001	2.301876037748656E-001	0.000000000000000E+000	2.301876037748656E-001	1.859554284148746E-003
6.000000000000000E+000	1	0	0	5.393620656183222E+004	1.444530068611493E+003	1.8124554E+000	5.777037701196431E-001	2.318180122701990E-001	0.000000000000000E+000	2.318180122701990E-001	1.630408495333460E-003
6.000000000000000E+000	1	0	0	5.394467456223443E+004	1.452998069013702E+003	1.8224636E+000	5.777262114466309E-001	2.331769527676703E-001	0.000000000000000E+000	2.331769527676703E-001	1.358940497471227E-003
6.000000000000000E+000	1	0	0	5.395179056257242E+004	1.460114069351694E+003	1.8324718E+000	5.777098133268853E-001	2.343188925529190E-001	0.000000000000000E+000	2.343188925529190E-001	1.141939785248703E-003
6.000000000000000E+000	1	0	0	5.395762256284943E+004	1.465946069628699E+003	1.8424802E+000	5.777120180495033E-001	2.352547860666117E-001	0.000000000000000E+000	2.352547860666117E-001	9.358935136927498E-004
6.000000000000000E+000	1	0	0	5.396237056307495E+004	1.470694069854217E+003	1.8525277E+000	5.777237170536251E-001	2.360167394940722E-001	0.000000000000000E+000	2.360167394940722E-001	7.619534274604585E-004
6.000000000000000E+000	1	0	0	5.396629856326152E+004	1.474622070040787E+003	1.8625361E+000	5.777087037362346E-001	2.366470839096441E-001	0.000000000000000E+000	2.366470839096441E-001	6.303444155719545E-004
6.000000000000000E+000	1	0	0	5.396955056341598E+004	1.477874070195248E+003	1.8725443E+000	5.777188067520864E-001	2.371689565898644E-001	0.000000000000000E+000	2.371689565898644E-001	5.218726802203391E-004
6.000000000000000E+000	1	0	0	5.397230856354698E+004	1.480632070326246E+003	1.8825920E+000	5.777132879467216E-001	2.376115491798190E-001	0.000000000000000E+000	2.376115491798190E-001	4.425925899545352E-004
6.000000000000000E+000	1	0	0	5.397469056366012E+004	1.483014070439385E+003	1.8926395E+000	5.777334746388503E-001	2.379938161803617E-001	0.000000000000000E+000	2.379938161803617E-001	3.822670005427467E-004
6.000000000000000E+000	1	0	0	5.397667256375426E+004	1.484996070533525E+003	1.9026479E+000	5.777234228642514E-001	2.383118850355017E-001	0.000000000000000E+000	2.383118850355017E-001	3.180688551399443E-004
6.000000000000000E+000	1	0	0	5.397841056383681E+004	1.486734070616076E+003	1.9126954E+000	5.777264580993751E-001	2.385907985443540E-001	0.000000000000000E+000	2.385907985443540E-001	2.789135088523229E-004
6.000000000000000E+000	1	0	0	5.397989256390720E+004	1.488216070686467E+003	1.9227431E+000	5.777206397462783E-001	2.388286268856791E-001	0.000000000000000E+000	2.388286268856791E-001	2.378283413251241E-004
6.000000000000000E+000	1	0	0	5.398116256396752E+004	1.489486070746789E+003	1.9327908E+000	5.777280459873866E-001	2.390324365115829E-001	0.000000000000000E+000	2.390324365115829E-001	2.038096259037654E-004
6.000000000000000E+000	1	0	0	5.398225856401958E+004	1.490582070798846E+003	1.9427990E+000	5.777503405069400E-001	2.392083294013806E-001	0.000000000000000E+000	2.392083294013806E-001	1.758928897976875E-004
