cycle number	ox/red	control changes	Ns changes	time/s	step time/s	Ecell/V	<I>/mA	Capacity/mA.h	Q discharge/mA.h	Q charge/mA.h	dq/mA.h	Efficiency/%	
3.000000000000000E+000	1	0	0	1.207535601061221E+006	2.824846336745657E+003	2.3085132E+000	5.852782613564702E-001	4.592096655482715E-001	0.000000000000000E+000	4.592096655482715E-001	8.974267721176148E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207536139061286E+006	2.825384336810559E+003	2.3186386E+000	5.852505587662128E-001	4.592971280034382E-001	0.000000000000000E+000	4.592971280034382E-001	8.746245516671074E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207536651061347E+006	2.825896336871199E+003	2.3286853E+000	5.852487269535867E-001	4.593803633877965E-001	0.000000000000000E+000	4.593803633877965E-001	8.323538435830011E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207537133061404E+006	2.826378336928785E+003	2.3386924E+000	5.852576799125497E-001	4.594587228976355E-001	0.000000000000000E+000	4.594587228976355E-001	7.835950983895195E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207537599061459E+006	2.826844336983748E+003	2.3487785E+000	5.852798315970729E-001	4.595344841292168E-001	0.000000000000000E+000	4.595344841292168E-001	7.576123158137004E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207538047061514E+006	2.827292337038554E+003	2.3588645E+000	5.853422462112409E-001	4.596073267287677E-001	0.000000000000000E+000	4.596073267287677E-001	7.284259955088297E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207538473061565E+006	2.827718337089755E+003	2.3689113E+000	5.853082777217226E-001	4.596765882166226E-001	0.000000000000000E+000	4.596765882166226E-001	6.926148785485162E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207538885061613E+006	2.828130337137729E+003	2.3789580E+000	5.852540084667113E-001	4.597435672942796E-001	0.000000000000000E+000	4.597435672942796E-001	6.697907765706380E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207539285061661E+006	2.828530337185599E+003	2.3890440E+000	5.852909746673981E-001	4.598085996325810E-001	0.000000000000000E+000	4.598085996325810E-001	6.503233830134074E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207539671061706E+006	2.828916337230243E+003	2.3990512E+000	5.852701765318358E-001	4.598713536087671E-001	0.000000000000000E+000	4.598713536087671E-001	6.275397618611653E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207540041061752E+006	2.829286337275989E+003	2.4090586E+000	5.852751910366385E-001	4.599315068997276E-001	0.000000000000000E+000	4.599315068997276E-001	6.015329096052382E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207540401061794E+006	2.829646337318234E+003	2.4191051E+000	5.852547621065854E-001	4.599900323828061E-001	0.000000000000000E+000	4.599900323828061E-001	5.852548307842679E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207540753061838E+006	2.829998337361962E+003	2.4291124E+000	5.852469752200944E-001	4.600472565386030E-001	0.000000000000000E+000	4.600472565386030E-001	5.722415579689874E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207541093061876E+006	2.830338337399997E+003	2.4391196E+000	5.852624238465491E-001	4.601025313292608E-001	0.000000000000000E+000	4.601025313292608E-001	5.527479065789117E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207541427061915E+006	2.830672337439843E+003	2.4491270E+000	5.852298723676659E-001	4.601568276627858E-001	0.000000000000000E+000	4.601568276627858E-001	5.429633352491591E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207541751061957E+006	2.830996337481076E+003	2.4591341E+000	5.852227849639953E-001	4.602094977201355E-001	0.000000000000000E+000	4.602094977201355E-001	5.267005734973483E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207542075061992E+006	2.831320337516256E+003	2.4691415E+000	5.852544025454768E-001	4.602621706220837E-001	0.000000000000000E+000	4.602621706220837E-001	5.267290194829305E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207542391062031E+006	2.831636337555014E+003	2.4791486E+000	5.852818616244743E-001	4.603135453695720E-001	0.000000000000000E+000	4.603135453695720E-001	5.137474748823378E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207542701062068E+006	2.831946337592788E+003	2.4892347E+000	5.852649590831288E-001	4.603639431916342E-001	0.000000000000000E+000	4.603639431916342E-001	5.039782206217448E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207543011062107E+006	2.832256337631494E+003	2.4992421E+000	5.852192178797857E-001	4.604143370750214E-001	0.000000000000000E+000	4.604143370750214E-001	5.039388338724772E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207543313062139E+006	2.832558337663300E+003	2.5092885E+000	5.852496465500138E-001	4.604634330227638E-001	0.000000000000000E+000	4.604634330227638E-001	4.909594774246216E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207543615062177E+006	2.832860337701626E+003	2.5192959E+000	5.852157247986796E-001	4.605125261259077E-001	0.000000000000000E+000	4.605125261259077E-001	4.909310314390395E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207543907062210E+006	2.833152337734587E+003	2.5293031E+000	5.852964145539319E-001	4.605600001737805E-001	0.000000000000000E+000	4.605600001737805E-001	4.747404787275526E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207544205062248E+006	2.833450337772258E+003	2.5393891E+000	5.852806548349461E-001	4.606084484118884E-001	0.000000000000000E+000	4.606084484118884E-001	4.844823810789320E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207544501062284E+006	2.833746337808901E+003	2.5495145E+000	5.852392638466394E-001	4.606565680906506E-001	0.000000000000000E+000	4.606565680906506E-001	4.811967876222398E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207544789062317E+006	2.834034337841906E+003	2.5596006E+000	5.852211208707948E-001	4.607033857856855E-001	0.000000000000000E+000	4.607033857856855E-001	4.681769503487481E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207545077062350E+006	2.834322337874211E+003	2.5696473E+000	5.852170195042209E-001	4.607502031524974E-001	0.000000000000000E+000	4.607502031524974E-001	4.681736681196425E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207545363062385E+006	2.834608337909915E+003	2.5796940E+000	5.852370765332140E-001	4.607966969927150E-001	0.000000000000000E+000	4.607966969927150E-001	4.649384021759033E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207545647062419E+006	2.834892337943427E+003	2.5897012E+000	5.852380115696091E-001	4.608428657746314E-001	0.000000000000000E+000	4.608428657746314E-001	4.616878191630045E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207545927062452E+006	2.835172337976284E+003	2.5997086E+000	5.852778940042345E-001	4.608883873939513E-001	0.000000000000000E+000	4.608883873939513E-001	4.552161931991577E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207546205062486E+006	2.835450338010676E+003	2.6097946E+000	5.852578831890078E-001	4.609335823138553E-001	0.000000000000000E+000	4.609335823138553E-001	4.519491990407308E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207546485062521E+006	2.835730338045396E+003	2.6198807E+000	5.852342833580779E-001	4.609791005415385E-001	0.000000000000000E+000	4.609791005415385E-001	4.551822768317329E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207546761062554E+006	2.836006338078529E+003	2.6298878E+000	5.852318800627816E-001	4.610239683243962E-001	0.000000000000000E+000	4.610239683243962E-001	4.486778285768297E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207547035062585E+006	2.836280338109471E+003	2.6399739E+000	5.852385611838737E-001	4.610685114865831E-001	0.000000000000000E+000	4.610685114865831E-001	4.454316218694051E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207547309062619E+006	2.836554338143207E+003	2.6500599E+000	5.852558048853070E-001	4.611130559616617E-001	0.000000000000000E+000	4.611130559616617E-001	4.454447507858276E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207547577062648E+006	2.836822338172235E+003	2.6600673E+000	5.852591926879788E-001	4.611566252618364E-001	0.000000000000000E+000	4.611566252618364E-001	4.356930017471313E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207547843062680E+006	2.837088338204660E+003	2.6700745E+000	5.852944011974707E-001	4.611998720200855E-001	0.000000000000000E+000	4.611998720200855E-001	4.324675824907091E-005	0.0000000E+000
3.000000000000000E+000	1	0	0	1.207548111062713E+006	2.837356338237412E+003	2.6801212E+000	5.852885776455559E-001	4.612434435084130E-001	0.000000000000000E+000	4.612434435084130E-001	4.357148832745022E-005	0.0000000E+000
